Manufacturer,Model,Battery_Type,Battery_Capacity_kWh,Range_km,Charging_Type,Charge_Time_hr,Price_USD,Color,Country_of_Manufacture,Autonomous_Level,Safety_Rating,Units_Sold_2024,Warranty_Years
32,107,1,38.8,493,6,5.3,67142.2,33,19,1.0,3.0,115,5
8,180,10,84.7,355,5,7.5,89216.02,15,16,3.0,3.0,19664,3
38,128,2,92.5,522,4,1.1,47790.74,42,4,3.0,5.0,9779,4
19,82,9,149.2,182,11,7.5,112981.63,22,28,1.0,4.0,1174,3
35,112,12,136.7,519,3,9.2,131197.16,40,7,0.0,5.0,13558,5
42,20,14,27.6,392,3,6.1,112638.51,6,7,2.0,5.0,11595,3
14,68,7,102.1,352,8,10.7,57926.6,11,8,2.0,3.0,6793,5
24,95,12,65.5,512,4,0.6,54142.46,11,31,2.0,3.0,3730,5
37,6,7,94.0,591,5,10.1,53281.87,50,20,3.0,5.0,4448,4
13,47,0,63.6,501,13,11.2,36722.67,26,24,5.0,3.0,18920,5
37,6,11,56.5,115,7,11.8,105181.3,50,21,3.0,4.0,10305,5
7,154,13,84.6,221,9,5.7,144087.21,15,29,0.0,4.0,6622,3
15,42,8,82.7,356,2,2.7,140836.41,52,29,2.0,5.0,4348,3
40,104,9,112.8,367,1,0.5,141880.48,45,15,2.0,5.0,17058,5
36,168,14,118.6,427,4,4.2,53105.48,4,27,3.0,3.0,8966,3
46,15,3,33.3,377,9,6.8,62526.25,12,7,1.0,4.0,17713,4
2,176,10,137.4,125,1,4.9,40334.35,13,23,4.0,4.0,11653,4
37,6,8,89.4,598,14,7.0,41149.94,10,1,4.0,4.0,15418,3
50,11,6,138.7,300,8,8.5,109821.67,6,12,0.0,4.0,15113,3
30,103,14,36.6,152,10,9.9,125610.93,38,38,2.0,4.0,7817,5
38,127,9,28.6,206,13,9.5,82242.44,6,20,1.0,5.0,18815,4
20,69,3,32.7,327,8,4.0,78695.24,22,10,4.0,4.0,2014,3
42,134,0,118.1,514,5,9.2,109305.77,7,27,4.0,5.0,10374,4
11,50,0,142.6,322,9,11.9,99927.24,43,35,1.0,5.0,17985,3
46,137,1,147.2,156,11,10.5,58228.94,23,16,2.0,4.0,17862,3
32,107,11,44.5,296,9,10.2,48512.07,24,17,2.0,4.0,15948,5
52,164,11,103.5,312,14,10.8,113446.86,5,9,4.0,4.0,11642,3
39,12,4,95.1,533,12,8.7,62310.05,30,28,0.0,3.0,19014,4
43,5,7,115.1,539,0,5.8,39388.15,43,36,5.0,3.0,17668,5
45,145,3,121.2,340,14,6.4,86307.89,52,20,2.0,3.0,19583,5
45,145,2,81.5,186,6,8.0,65010.39,39,9,2.0,3.0,9104,4
49,75,6,131.5,107,1,7.4,139215.78,39,32,2.0,5.0,7739,4
39,148,13,145.8,404,2,10.1,120331.36,48,13,3.0,5.0,11307,3
16,57,4,41.8,304,15,4.0,119538.07,46,27,5.0,3.0,17381,4
46,110,9,108.2,592,6,1.6,93755.2,49,39,5.0,4.0,3220,4
16,53,8,107.8,223,4,6.5,111326.18,32,12,5.0,4.0,13475,3
25,39,10,65.7,471,11,3.4,34085.01,43,36,5.0,3.0,19640,5
20,69,1,98.6,292,8,10.8,113478.44,18,7,0.0,4.0,13991,5
32,106,11,121.5,241,6,4.9,69918.57,3,31,2.0,4.0,6575,5
51,52,10,34.1,376,13,3.0,107200.58,7,31,2.0,4.0,14610,3
28,159,2,20.1,119,10,3.6,114006.62,13,28,2.0,4.0,14288,4
40,104,5,20.4,588,15,1.9,94236.49,49,20,3.0,5.0,2970,4
29,60,1,79.8,492,11,7.9,51194.2,44,13,2.0,5.0,11772,4
19,79,11,24.6,112,12,6.1,37559.12,30,24,3.0,5.0,11117,3
37,6,13,47.5,434,14,11.3,134424.0,30,32,1.0,5.0,4639,4
16,55,0,139.3,123,12,8.6,45664.53,32,30,0.0,5.0,2095,3
20,69,8,100.0,132,4,5.4,127382.52,39,34,5.0,3.0,1493,5
39,123,13,55.6,487,13,2.4,74391.28,35,19,4.0,3.0,12325,3
34,3,4,20.9,574,3,8.6,101247.66,11,14,3.0,5.0,8878,5
15,59,11,99.4,119,8,8.7,103445.98,21,24,0.0,5.0,3135,5
3,4,5,80.3,420,4,3.7,53246.28,6,32,3.0,3.0,1770,5
3,143,9,52.7,415,14,1.0,118850.03,30,23,0.0,3.0,14575,5
21,155,5,117.1,559,7,3.1,43215.94,14,10,3.0,3.0,2409,4
21,135,0,76.7,210,14,2.5,74818.21,47,8,2.0,5.0,18634,3
47,165,1,80.5,314,8,9.2,56382.43,11,15,5.0,5.0,18112,3
19,79,10,132.1,210,15,10.1,63500.51,52,39,1.0,3.0,19391,3
11,139,4,25.2,340,6,5.4,77318.42,10,10,1.0,5.0,13324,3
49,73,5,104.2,146,5,6.0,66580.39,12,1,5.0,4.0,4542,5
51,52,2,80.4,424,5,10.4,38483.83,23,20,2.0,5.0,17774,5
48,150,13,100.7,271,6,6.4,139200.49,51,30,2.0,4.0,12007,3
16,55,7,120.6,170,7,3.2,43626.92,0,16,5.0,3.0,10500,4
47,89,9,56.0,132,9,4.5,88347.23,26,5,4.0,4.0,14810,5
3,142,5,135.9,334,3,1.4,137753.5,11,6,4.0,4.0,4931,3
25,46,6,74.1,449,2,5.9,80415.6,39,11,0.0,5.0,11006,4
21,155,2,122.3,348,14,5.8,98070.2,6,24,2.0,4.0,1550,3
12,124,11,100.4,182,11,2.6,51043.12,12,32,0.0,3.0,14447,4
3,147,3,111.9,440,7,11.7,47753.31,7,27,4.0,4.0,16364,3
6,16,4,146.1,379,7,7.9,65466.82,11,28,4.0,4.0,3680,5
17,117,2,91.6,257,5,5.1,130905.23,7,4,4.0,5.0,17250,3
48,151,4,30.9,534,14,8.3,144914.84,19,34,2.0,3.0,11831,4
13,47,9,68.5,245,9,4.5,147302.84,28,36,3.0,4.0,9457,3
10,49,11,128.6,406,3,2.2,66387.74,26,20,3.0,3.0,216,4
0,160,11,92.3,463,2,2.8,129874.05,11,38,2.0,5.0,15186,3
34,87,6,59.0,427,15,1.9,109909.62,11,14,5.0,5.0,9083,4
1,1,14,82.5,323,0,7.7,87124.89,23,5,5.0,3.0,19059,3
13,18,0,110.1,282,8,1.1,73339.61,16,4,5.0,3.0,16838,3
35,62,8,32.3,485,8,6.8,134693.18,37,24,5.0,3.0,19006,4
5,90,11,87.4,290,15,5.2,140508.89,35,10,4.0,5.0,17224,5
9,80,10,139.1,159,2,11.1,87542.19,25,0,4.0,5.0,11208,3
9,7,7,125.9,213,2,10.4,47083.12,14,24,4.0,5.0,3660,3
34,3,4,45.5,116,6,5.9,139023.52,44,6,0.0,5.0,6730,5
26,91,12,23.8,174,0,11.4,71740.39,35,35,4.0,3.0,18944,3
25,39,6,42.3,486,5,11.7,41842.29,15,35,3.0,4.0,3516,3
12,124,5,86.9,308,1,9.3,67713.63,47,5,3.0,5.0,1330,3
41,114,9,56.9,407,11,8.4,130930.82,14,38,3.0,5.0,15586,5
3,147,2,83.9,153,10,5.5,109025.79,21,5,3.0,3.0,5528,3
3,147,5,97.3,306,1,3.2,80964.5,8,25,4.0,5.0,13114,4
17,116,9,148.4,361,0,2.2,84556.17,34,31,1.0,3.0,1731,3
28,159,9,98.6,267,2,4.0,104787.91,46,6,4.0,3.0,9619,5
28,10,6,90.5,514,5,11.5,33791.82,5,5,2.0,3.0,1076,3
23,86,10,76.0,259,10,6.1,43125.84,45,26,5.0,5.0,5121,5
2,175,10,96.8,293,9,9.3,64132.5,3,11,1.0,5.0,19135,3
8,2,9,32.7,276,9,5.2,36773.91,17,3,2.0,3.0,9991,3
37,6,3,62.4,335,13,7.0,138169.18,4,11,4.0,5.0,12789,4
11,139,13,109.8,205,7,6.2,127374.86,24,20,2.0,4.0,2468,5
42,133,4,58.7,393,10,9.8,104948.67,21,16,2.0,4.0,17401,4
52,164,8,30.0,521,11,6.3,65989.08,24,27,3.0,4.0,17942,3
34,87,10,47.7,592,14,3.6,106551.16,10,9,3.0,3.0,17113,3
3,17,5,39.6,450,11,10.2,79231.23,50,6,3.0,3.0,8403,5
4,94,5,34.8,198,5,3.3,129267.46,47,26,3.0,3.0,5221,4
49,71,8,124.5,437,8,7.9,35067.88,52,26,0.0,3.0,19713,4
1,132,2,105.5,146,10,11.3,116908.13,20,3,0.0,5.0,19019,5
18,65,5,98.0,495,7,4.3,100119.15,1,3,1.0,4.0,14400,4
18,66,10,89.4,458,1,4.1,80853.76,45,3,1.0,4.0,690,5
4,94,8,142.3,453,12,3.4,76162.83,16,0,5.0,4.0,12729,3
51,54,13,141.7,487,12,3.9,133130.01,35,19,5.0,4.0,2624,4
17,116,0,129.4,467,13,10.6,128428.96,37,21,4.0,5.0,17947,5
41,114,8,26.8,428,8,7.7,124922.32,20,37,5.0,3.0,5171,3
25,46,8,36.9,404,13,9.6,68327.9,0,17,5.0,4.0,6509,3
24,85,9,133.9,583,12,0.7,32756.41,28,9,0.0,5.0,5529,3
51,157,14,53.8,145,9,2.5,98069.15,53,29,3.0,3.0,6656,3
5,125,7,84.2,166,13,10.3,102009.93,37,7,1.0,3.0,942,4
18,172,10,138.0,289,14,1.5,86265.79,38,34,5.0,5.0,8396,3
22,146,12,141.0,341,9,12.0,142718.63,10,15,0.0,4.0,9912,4
32,106,0,92.7,397,8,3.5,90449.61,36,1,0.0,3.0,8532,3
41,114,10,133.3,527,0,9.1,141148.45,11,31,2.0,3.0,10339,5
28,159,1,140.0,425,14,1.1,47834.5,14,23,2.0,4.0,3801,4
7,144,7,92.9,334,15,1.8,116371.68,9,5,1.0,3.0,16670,4
11,50,5,95.9,597,5,6.5,98494.54,48,6,3.0,3.0,9315,5
44,43,12,96.7,587,1,10.1,48453.06,21,1,5.0,4.0,19470,5
46,110,2,100.9,331,7,11.4,149978.53,10,28,5.0,4.0,10589,3
36,167,14,69.6,304,0,2.5,145805.92,13,36,5.0,4.0,9336,5
8,2,13,58.8,510,13,9.0,140603.98,45,15,5.0,5.0,6549,4
15,59,6,93.2,316,3,9.2,127319.32,43,23,3.0,4.0,7347,5
44,40,0,84.4,422,3,3.8,82482.66,10,22,1.0,3.0,17140,4
30,101,13,139.2,362,1,6.4,79562.33,47,28,2.0,3.0,16496,3
20,69,8,43.7,301,6,1.5,135210.64,25,12,3.0,4.0,11184,3
42,134,7,147.7,232,1,5.5,32149.83,13,5,3.0,4.0,19722,5
28,10,1,146.6,284,10,9.8,40516.22,20,37,0.0,3.0,6856,4
16,56,5,76.7,420,4,1.5,122366.54,9,22,0.0,5.0,14590,4
17,117,14,51.5,250,10,1.1,30944.91,16,39,3.0,5.0,9528,3
28,10,3,96.8,413,15,3.2,37284.56,2,39,4.0,4.0,15510,3
28,10,7,76.7,182,11,8.9,86308.85,7,2,4.0,5.0,15350,3
30,103,1,142.4,434,9,9.7,125970.61,41,21,2.0,5.0,15823,3
39,102,14,84.0,506,13,11.3,89247.01,17,33,0.0,5.0,5197,3
5,100,8,28.3,320,1,7.6,44482.56,14,26,2.0,5.0,8765,3
43,5,0,143.0,509,14,11.6,120691.72,54,9,0.0,5.0,3454,3
0,160,0,67.0,472,11,8.6,121435.76,8,10,2.0,3.0,14388,4
35,14,1,125.2,274,11,6.3,40228.06,51,14,5.0,5.0,13818,3
49,70,9,139.3,559,14,11.4,91938.64,45,0,3.0,5.0,16952,3
19,78,9,147.7,184,13,1.2,121103.09,24,32,0.0,5.0,17032,4
24,95,7,92.0,255,7,11.0,30948.27,4,29,1.0,3.0,17839,5
48,153,10,110.7,554,10,9.4,135716.96,21,18,3.0,3.0,17054,5
30,101,3,91.7,366,7,9.2,49203.28,2,27,1.0,4.0,16556,3
40,104,6,101.5,281,1,1.0,108115.49,34,19,5.0,3.0,19057,5
9,80,6,57.0,501,2,8.7,92360.0,17,10,4.0,4.0,3210,3
9,7,13,32.0,317,2,6.0,83539.69,51,29,4.0,4.0,19146,4
0,160,7,141.0,350,13,10.0,47321.54,20,26,1.0,5.0,3868,5
42,133,4,117.0,583,9,11.1,44251.93,41,14,1.0,5.0,5023,3
3,143,6,58.2,114,2,2.1,100754.91,3,24,1.0,3.0,4008,5
12,119,9,82.6,258,14,10.9,123761.92,0,15,1.0,4.0,14715,3
40,141,8,101.2,419,13,5.0,138029.33,36,27,1.0,4.0,2900,3
9,80,2,123.5,462,11,7.0,44853.79,28,36,4.0,5.0,17096,3
8,180,0,22.4,437,8,11.6,62995.5,15,3,4.0,5.0,10499,4
21,156,1,141.4,274,13,2.6,32886.83,26,12,0.0,5.0,5510,4
13,48,8,31.7,257,13,8.3,37069.65,38,23,0.0,4.0,4668,4
41,114,1,136.9,126,4,3.3,101640.55,17,26,4.0,3.0,10431,4
23,86,10,23.8,424,12,11.0,32234.74,28,16,1.0,3.0,9981,5
24,95,1,102.7,204,2,4.8,148237.05,6,3,3.0,3.0,32,4
14,68,11,20.1,577,15,3.6,60106.67,45,13,5.0,4.0,1490,3
36,167,13,71.4,162,2,8.8,149858.55,5,33,2.0,5.0,8564,5
15,59,2,147.8,274,4,5.8,101941.64,2,17,0.0,5.0,313,5
39,12,0,110.5,350,10,6.7,124476.63,42,6,5.0,4.0,19703,4
33,34,13,80.2,579,4,5.6,56582.49,2,25,5.0,4.0,9934,5
50,11,12,24.8,352,4,0.6,148111.62,16,34,5.0,3.0,18080,3
32,105,2,108.7,389,8,1.3,45389.57,40,17,4.0,5.0,8989,3
44,43,3,99.9,448,14,0.5,81253.74,45,30,2.0,4.0,3988,5
25,41,12,87.2,122,12,1.0,140206.98,30,19,3.0,4.0,18737,3
36,166,13,139.2,200,8,4.3,37541.29,16,10,3.0,4.0,10954,4
38,126,5,144.6,526,6,9.9,92361.01,17,6,4.0,4.0,14629,5
20,69,0,24.3,260,3,9.5,37440.27,10,19,4.0,3.0,1828,5
2,174,9,32.5,485,13,3.2,101949.1,24,9,4.0,5.0,3318,4
16,55,3,62.7,198,1,1.7,101421.01,40,16,1.0,5.0,8397,4
24,95,10,44.2,170,6,1.2,67400.02,5,35,2.0,3.0,4830,4
45,145,12,146.1,365,2,1.2,90852.94,50,38,3.0,5.0,6594,3
37,6,10,110.3,339,7,10.3,97931.63,36,9,2.0,3.0,16250,3
46,137,7,49.9,419,4,3.2,118150.34,37,20,3.0,3.0,11888,3
1,131,3,35.0,248,14,2.7,100282.37,46,0,3.0,3.0,7174,4
40,0,1,92.1,191,4,0.7,131145.77,54,11,1.0,3.0,11088,3
45,145,12,125.2,438,8,11.3,147252.22,43,39,0.0,3.0,6214,3
29,60,12,97.9,600,12,11.1,121569.88,27,8,2.0,3.0,9177,3
27,96,7,30.6,340,3,2.4,76573.9,42,35,4.0,4.0,17218,5
17,116,10,54.9,305,6,2.9,137386.16,7,3,2.0,3.0,12258,4
23,136,8,30.9,327,9,3.1,34937.15,19,9,3.0,4.0,10388,4
33,32,10,50.4,430,3,4.6,39890.22,50,35,5.0,3.0,3224,3
1,131,3,46.0,200,7,3.4,119425.36,33,25,4.0,5.0,17797,4
46,110,1,65.1,306,10,10.0,120936.73,53,22,1.0,5.0,6877,4
50,38,12,122.9,260,4,5.4,143031.57,48,33,4.0,3.0,10012,5
46,111,1,66.1,215,13,5.4,120315.14,46,27,4.0,3.0,5036,4
11,50,0,99.0,543,10,11.8,54504.55,13,6,1.0,4.0,9982,3
31,27,3,43.1,523,15,0.8,53879.85,1,7,2.0,4.0,1882,4
25,39,12,131.8,310,10,2.3,43289.27,30,14,0.0,3.0,4257,3
45,145,10,40.6,394,11,7.3,90297.0,45,1,0.0,4.0,19819,3
25,41,0,83.8,336,6,9.0,64549.41,47,4,5.0,3.0,13600,3
39,12,9,138.4,193,1,5.0,143482.48,17,21,5.0,3.0,7119,4
24,83,13,118.2,358,7,5.2,49780.69,15,35,5.0,5.0,15135,4
37,6,9,24.9,228,1,8.7,46377.67,24,1,0.0,5.0,14343,3
17,118,11,129.0,410,1,2.5,44898.17,39,34,5.0,3.0,14439,4
39,102,0,107.8,210,14,8.5,130380.14,10,29,5.0,5.0,10103,4
2,177,4,120.4,492,4,11.2,74957.36,17,8,5.0,4.0,6296,5
32,107,0,32.6,527,8,8.8,35281.5,19,10,2.0,3.0,17750,4
52,161,5,33.8,265,8,0.7,108479.13,53,13,1.0,5.0,12090,3
1,171,6,119.8,355,1,8.7,124951.17,41,28,0.0,5.0,12732,5
35,62,12,42.8,489,7,11.7,109964.47,40,20,0.0,5.0,7616,5
21,156,4,100.1,559,1,4.1,118549.59,46,3,0.0,3.0,4969,4
42,20,5,140.0,406,14,9.0,69442.78,4,12,0.0,5.0,9452,3
50,37,5,46.8,127,12,9.7,113553.37,14,15,4.0,3.0,2117,4
1,171,2,149.0,580,4,1.9,50841.1,28,33,0.0,3.0,6472,3
52,164,5,59.4,395,14,11.6,54168.12,6,22,0.0,3.0,15424,4
52,162,1,144.0,346,5,9.3,81287.67,21,24,1.0,4.0,15192,4
6,16,3,98.8,136,7,2.1,86311.02,9,8,1.0,4.0,16103,4
24,95,9,83.6,428,3,5.2,34659.23,34,13,1.0,4.0,11422,5
9,7,7,67.9,129,10,11.2,118279.7,17,22,1.0,5.0,925,5
32,105,6,98.7,583,2,3.4,102257.92,24,21,1.0,4.0,13030,5
21,156,0,44.5,316,8,10.0,60344.55,25,35,5.0,5.0,13487,5
19,82,14,121.0,276,2,3.6,55143.07,39,34,0.0,3.0,3174,3
35,62,3,74.2,247,13,2.5,74958.17,12,17,1.0,5.0,6965,3
26,91,8,118.7,232,13,5.6,139556.57,54,21,1.0,3.0,11211,3
21,61,10,107.5,151,5,1.2,120215.84,53,16,0.0,3.0,12309,5
25,41,10,118.4,409,13,4.4,111823.2,36,12,2.0,3.0,11666,4
10,49,10,133.2,305,2,0.8,44747.34,26,25,1.0,5.0,15571,5
24,84,2,144.5,516,7,0.7,73224.67,44,12,1.0,5.0,2666,4
52,162,1,110.9,151,10,3.9,53409.23,9,29,5.0,3.0,9874,5
23,86,0,78.0,159,15,8.1,58908.19,15,21,5.0,5.0,957,3
41,114,5,113.5,440,15,11.4,110472.15,24,17,5.0,5.0,10905,3
11,50,2,64.6,566,10,8.0,124209.83,41,39,1.0,3.0,2920,4
36,166,14,67.8,536,7,11.5,99230.02,53,24,1.0,4.0,10474,4
10,49,2,98.2,213,1,5.0,94595.15,47,12,1.0,4.0,14935,3
4,13,7,106.5,510,6,7.4,67066.97,23,5,5.0,3.0,16220,4
9,7,8,63.3,523,4,10.3,142131.95,14,30,1.0,4.0,5216,3
23,86,9,108.1,278,10,5.0,93341.33,11,7,1.0,3.0,4289,4
8,2,1,141.5,255,14,8.0,99258.89,7,22,1.0,3.0,299,4
40,104,8,148.5,175,10,11.4,81253.33,50,21,0.0,3.0,3845,5
16,57,9,146.1,421,10,3.3,44256.31,13,26,4.0,4.0,2936,4
5,100,6,102.2,327,9,0.6,43995.32,34,26,4.0,5.0,15712,4
43,5,11,69.9,430,13,3.9,45028.37,38,6,4.0,3.0,12903,5
5,100,10,28.3,528,1,9.2,54895.65,24,5,4.0,3.0,14654,4
20,69,14,46.8,182,3,7.0,132174.01,44,36,4.0,3.0,13862,5
46,108,4,143.0,365,11,8.1,83390.43,29,26,4.0,5.0,17636,5
42,20,2,126.6,221,6,2.7,65965.11,50,33,4.0,4.0,4210,5
14,68,3,53.1,295,8,5.1,39990.49,18,39,1.0,4.0,8827,5
43,5,14,105.5,520,8,5.3,48418.97,6,39,4.0,5.0,3604,5
23,86,12,103.2,285,7,9.4,47559.56,10,2,0.0,4.0,3440,3
39,123,1,124.9,148,9,8.6,133847.8,28,25,0.0,4.0,5920,4
10,49,14,36.6,104,2,8.1,47120.42,29,25,0.0,5.0,8162,5
4,13,11,77.1,281,14,6.3,63098.76,5,29,1.0,4.0,13320,4
19,82,7,51.2,147,8,7.1,40150.21,11,38,0.0,5.0,4470,4
28,159,4,100.1,566,5,8.7,114311.01,39,4,5.0,5.0,19962,3
4,13,2,140.9,491,12,2.5,74046.11,20,35,0.0,4.0,3710,4
44,43,1,119.6,160,11,3.9,65225.4,15,37,4.0,5.0,16892,3
6,130,4,66.2,415,14,4.3,72467.13,53,4,1.0,5.0,14116,4
26,91,3,136.8,310,1,11.0,30829.25,33,31,3.0,3.0,17577,4
22,36,1,77.1,171,9,9.1,30697.23,12,8,3.0,4.0,10853,3
31,23,2,147.8,160,13,6.1,89468.11,45,17,3.0,4.0,4306,3
22,146,11,64.7,106,12,1.1,129580.29,5,15,3.0,3.0,14055,3
14,67,11,52.4,492,1,10.4,149310.85,17,39,5.0,5.0,16460,5
39,102,2,102.5,217,1,2.0,34603.97,31,32,4.0,4.0,13346,5
45,145,12,75.4,131,13,7.9,66514.8,4,0,2.0,3.0,5955,3
46,109,7,61.8,246,15,3.7,102782.62,5,23,3.0,3.0,447,5
23,136,12,116.4,285,9,3.2,63113.63,27,13,3.0,5.0,3943,3
21,61,7,78.0,150,3,11.3,104281.24,25,22,1.0,3.0,6281,4
23,86,12,136.3,329,1,11.0,38125.02,48,29,4.0,4.0,4224,4
7,45,8,146.4,197,10,6.2,93896.38,19,6,4.0,4.0,19897,4
42,134,11,94.3,403,5,10.6,124877.63,47,35,4.0,4.0,8798,5
20,69,4,89.4,249,6,7.9,143045.52,4,17,0.0,3.0,17517,3
46,137,2,98.7,288,7,1.5,114655.41,28,31,3.0,3.0,341,4
50,37,6,146.3,375,1,8.8,112573.85,42,31,5.0,4.0,7229,4
47,165,2,125.0,485,10,2.3,57806.78,52,39,3.0,3.0,5770,3
11,138,2,56.7,258,8,10.7,128099.9,45,15,1.0,5.0,13189,3
40,0,14,33.0,296,5,1.8,31626.25,50,18,1.0,5.0,19648,3
48,149,3,115.7,273,3,2.8,87651.05,29,19,2.0,3.0,17810,5
47,89,13,22.8,122,1,6.8,42307.93,50,14,2.0,3.0,13996,4
13,18,6,49.4,550,10,8.4,115782.14,34,26,0.0,4.0,11708,3
14,68,12,140.0,570,3,10.8,102540.77,32,39,4.0,5.0,9881,5
5,125,0,33.5,569,15,8.1,141945.82,10,6,1.0,3.0,12799,4
40,81,13,95.1,591,0,2.2,68766.41,20,23,2.0,5.0,13564,5
48,151,8,142.7,571,12,4.9,95920.71,30,27,4.0,5.0,13822,5
11,50,7,31.3,285,5,2.8,132071.41,51,38,1.0,5.0,11447,4
35,14,10,38.7,536,13,3.3,129338.62,3,17,1.0,5.0,863,5
52,163,7,33.8,397,3,6.0,101271.08,35,11,1.0,3.0,18650,4
13,48,7,38.2,370,11,5.9,116706.89,7,37,1.0,5.0,5687,5
31,24,1,75.1,585,14,6.9,129542.19,29,35,1.0,3.0,17088,4
49,76,9,100.5,212,10,2.6,119519.49,28,15,5.0,5.0,13274,4
31,24,2,75.1,238,1,1.7,73524.2,33,20,5.0,3.0,6943,5
46,110,3,46.2,575,6,3.3,40204.72,29,28,5.0,3.0,10308,3
45,145,8,56.7,303,4,4.1,76876.96,49,17,0.0,5.0,3309,5
10,49,14,123.5,344,6,3.8,48184.54,47,36,0.0,3.0,4615,5
31,26,8,37.1,248,9,7.7,142816.94,44,13,4.0,5.0,16302,3
10,49,8,133.2,380,3,6.2,84576.94,35,7,2.0,3.0,5871,5
35,112,10,147.2,490,14,8.0,46853.67,34,28,2.0,5.0,4226,4
3,4,12,68.6,449,13,6.3,61539.29,45,18,5.0,5.0,18376,3
13,113,9,40.6,304,3,3.1,134899.07,24,36,3.0,4.0,3575,3
39,148,8,76.3,305,7,1.2,71090.83,22,26,5.0,3.0,17861,3
17,117,5,61.6,116,10,1.2,127024.03,6,39,1.0,5.0,13858,4
18,66,13,38.4,240,10,1.4,134853.11,7,14,5.0,3.0,3029,4
37,6,5,65.4,314,15,6.0,112659.66,35,39,5.0,5.0,19566,3
1,1,11,62.1,521,7,0.7,137580.13,9,26,0.0,4.0,17062,5
46,111,2,78.4,596,1,0.9,119484.9,31,14,1.0,3.0,6263,5
11,139,1,67.3,254,11,6.3,134130.98,23,26,3.0,5.0,13954,5
8,180,0,42.9,319,9,2.5,101387.02,30,39,5.0,4.0,3251,3
10,49,2,22.1,577,13,1.7,119993.24,43,27,5.0,3.0,9499,4
42,134,3,69.5,200,15,11.4,72073.64,6,1,5.0,3.0,12276,3
27,99,0,105.6,257,13,8.2,30498.91,48,18,5.0,5.0,19659,4
37,6,9,51.4,598,10,2.7,107332.12,50,30,4.0,4.0,5692,4
41,114,5,32.9,510,2,6.3,105772.93,6,34,5.0,3.0,10564,3
19,82,9,21.5,494,2,0.8,114909.11,21,28,5.0,5.0,11734,3
38,127,5,89.6,225,10,9.4,109110.92,4,36,5.0,3.0,3635,4
4,94,11,56.7,558,8,1.6,89309.41,51,33,3.0,4.0,2500,3
44,44,0,60.8,565,14,9.8,51576.77,53,23,5.0,4.0,11233,4
17,116,3,20.7,367,0,11.2,53141.43,2,27,5.0,4.0,3761,3
34,3,5,30.8,454,2,3.6,87788.98,21,4,5.0,4.0,14288,5
51,52,11,45.7,533,0,11.6,42347.35,6,16,1.0,4.0,13885,5
36,168,14,34.0,296,13,2.8,72349.86,16,6,0.0,4.0,9616,5
5,100,12,71.8,158,8,9.8,81526.42,32,4,1.0,4.0,4007,3
41,114,5,80.5,507,7,10.8,97396.87,1,7,4.0,5.0,19919,5
1,1,9,108.7,322,7,9.9,53778.05,3,26,2.0,3.0,19707,4
21,135,14,22.8,109,5,11.0,64123.9,50,34,2.0,4.0,533,3
17,117,7,59.1,262,9,5.1,96774.02,38,26,3.0,4.0,3978,4
14,67,5,26.2,105,2,1.7,68743.08,23,39,0.0,4.0,17614,3
43,5,0,122.0,156,6,11.4,39005.06,36,9,3.0,3.0,19118,4
20,69,1,39.2,399,13,7.8,110188.23,26,29,3.0,4.0,15817,3
19,78,7,30.8,385,12,8.1,118232.19,15,6,3.0,5.0,7082,4
5,125,10,33.6,206,7,9.2,67419.05,47,32,0.0,4.0,12634,4
14,67,5,28.9,316,8,8.4,144179.35,29,10,0.0,3.0,543,4
39,123,10,106.0,331,9,3.6,141231.33,21,4,1.0,4.0,1741,4
47,88,4,104.3,474,13,2.7,52733.96,32,15,4.0,5.0,1634,5
38,126,13,26.9,118,0,3.2,93855.81,4,2,5.0,3.0,7205,5
5,100,10,46.7,502,4,4.5,64559.11,22,7,0.0,5.0,15622,5
45,145,12,108.6,185,8,4.3,84625.96,53,22,0.0,3.0,5594,5
8,179,12,146.0,398,5,6.1,59701.25,34,18,4.0,3.0,17212,5
31,25,13,59.6,476,7,5.7,118177.8,30,31,2.0,3.0,11554,4
9,7,8,106.3,542,15,1.8,112294.1,52,11,2.0,3.0,11704,4
34,87,7,110.5,320,9,2.9,40712.88,1,10,5.0,4.0,17265,3
18,66,0,63.1,401,13,11.4,63149.66,31,18,5.0,4.0,14910,5
48,151,13,146.0,355,2,5.9,48027.33,11,9,1.0,4.0,510,4
7,8,1,97.1,127,15,4.0,81638.74,24,37,1.0,5.0,18374,3
19,78,7,45.6,399,3,3.8,33856.4,49,3,5.0,3.0,8560,4
4,13,14,76.7,548,7,9.8,46701.16,33,8,3.0,3.0,9743,5
0,160,11,68.9,548,13,1.6,93188.57,23,12,5.0,4.0,15287,4
24,95,0,92.7,590,13,1.5,46870.27,25,3,2.0,5.0,9612,3
8,180,9,107.1,336,14,10.2,40159.09,4,10,0.0,5.0,10856,3
20,69,3,38.7,479,15,2.1,137406.28,16,32,2.0,4.0,6576,3
1,170,14,134.4,366,1,3.3,42432.84,2,35,0.0,4.0,6030,3
29,60,2,77.1,436,1,5.5,106343.66,32,32,5.0,5.0,17913,3
17,118,6,106.8,591,15,4.7,63021.76,1,10,3.0,3.0,18488,4
46,15,4,103.9,557,14,1.0,138847.01,20,1,3.0,4.0,16404,5
42,133,9,86.7,189,2,4.5,116305.09,36,1,1.0,4.0,12908,3
