Manufacturer,Model,Year,Battery_Type,Battery_Capacity_kWh,Range_km,Charging_Type,Charge_Time_hr,Price_USD,Color,Country_of_Manufacture,Autonomous_Level,Safety_Rating,Units_Sold_2024,Warranty_Years
20,69,2024,8,0.42159927630392474,-1.4988165022998672,4,-0.24239839672993588,1.061237722690449,39,34,5.0,3.0,-1.5100641476109198,5
39,123,2016,13,-0.7718110267862305,0.9430250426613404,13,-1.1379093440622905,-0.4681439738762959,35,19,4.0,3.0,0.36701620543769214,3
34,3,2016,4,-1.7044988087057888,1.5414481818490167,3,0.7128132804245754,0.30695877910780484,11,14,3.0,5.0,-0.23031540247945756,5
15,59,2018,11,0.40547211004594985,-1.5882360518336578,8,0.7426636453356538,0.37040455563986174,21,24,0.0,5.0,-1.2255215017739718,5
3,4,2023,5,-0.10790934916625684,0.48217044121795755,4,-0.7498546002182701,-1.0784104249709263,6,32,3.0,3.0,-1.4620627390257588,5
3,143,2018,9,-0.84975899703311,0.44777830678188424,14,-1.5558144528173892,0.8149812842274352,30,23,0.0,3.0,0.7569193437648134,5
21,155,2021,5,0.8812235146562142,1.4382717785407966,7,-0.928956789684741,-1.367896355217912,14,10,3.0,3.0,-1.3513302477408562,4
21,135,2015,0,-0.2046723467141071,-0.962299205097123,14,-1.108058979151212,-0.45582233490888824,47,8,2.0,5.0,1.46030460530694,3
47,165,2016,1,-0.10253362708026507,-0.24694280882679734,8,0.8919154698910462,-0.9878979099271605,11,15,5.0,5.0,1.369847077215048,3
19,79,2023,10,1.284402671105591,-0.962299205097123,15,1.1605687540907526,-0.7824627990164172,52,39,1.0,3.0,1.5914853500685537,3
11,139,2021,4,-1.5889207838569674,-0.06810370975921595,6,-0.24239839672993588,-0.3836637024335371,10,10,1.0,5.0,0.5401331988549339,3
49,73,2019,5,0.5344894401097503,-1.4025185258788617,5,-0.06329620726346509,-0.6935742940555599,12,1,5.0,4.0,-0.9817020726067454,5
51,52,2020,2,-0.10522148812326076,0.5096841487668162,5,1.2501198488239882,-1.5044699175678486,23,20,2.0,5.0,1.3112749613241292,5
48,150,2025,13,0.44041430360489575,-0.5427151649770281,6,0.056105252380848944,1.4023164936075831,51,30,2.0,4.0,0.3119098952207923,3
16,55,2023,7,0.9752986511610687,-1.2374362805857098,7,-0.8991064247736625,-1.3560350496576912,0,16,5.0,3.0,0.050761437683471605,4
47,89,2025,9,-0.7610595826142472,-1.4988165022998672,9,-0.5110516809296424,-0.06536090089667407,26,5,4.0,4.0,0.7976425604345349,5
3,142,2016,5,1.3865413907394333,-0.10937427108250396,3,-1.4364129931730756,1.3605548737414486,11,6,4.0,4.0,-0.9142921522470786,3
25,46,2015,6,-0.2745567338319993,0.6816448209471829,2,-0.09314657217454347,-0.29427590167679685,39,11,0.0,5.0,0.13844632123614864,4
21,155,2025,2,1.0209922888919982,-0.013076294661498594,14,-0.12299693708562211,0.21525401496994018,6,24,2.0,4.0,-1.500186601439966,3
12,124,2022,11,0.4323507204759083,-1.1548951579391336,11,-1.0782086142401335,-1.1419958888817157,12,32,0.0,3.0,0.7347381874510927,4
3,147,2018,3,0.7414547404204305,0.6197389789622509,7,1.6381745926680082,-1.2369431895899508,7,27,4.0,4.0,1.0669356613057999,3
6,16,2017,4,1.6607032171250093,0.20015493884215615,7,0.5038607260470261,-0.7257130697446329,11,28,4.0,4.0,-1.131078297156958,5
17,117,2017,2,0.1958189486922736,-0.6390131413980334,5,-0.33194949146317154,1.1629067569744669,7,4,4.0,5.0,1.2204708526648351,3
48,151,2018,4,-1.4357127044062044,1.2663111063604298,14,0.6232621856913403,1.5672385127521848,19,34,2.0,3.0,0.2814108052894264,4
13,47,2020,9,-0.4250769522397665,-0.7215542640446095,9,-0.5110516809296424,1.6361586492011788,28,36,3.0,4.0,-0.1299803282166117,3
10,49,2021,11,1.1903275346007363,0.3858724647969522,3,-1.1976100738844475,-0.6991343712276279,26,20,3.0,3.0,-1.7313558398970237,4
0,160,2021,11,0.2146339759932446,0.7779427973681884,2,-1.0185078844179767,1.1331458414369993,11,38,2.0,5.0,0.8627997071060893,3
34,87,2017,6,-0.6804237513243718,0.5303194294284602,15,-1.2871611686176831,0.5569518549519117,11,14,5.0,5.0,-0.1947908943207643,4
1,1,2020,14,-0.04877640622034817,-0.18503696684186532,0,0.4441599962248692,-0.10063889067350114,23,5,5.0,3.0,1.5339529758798407,3
13,18,2022,0,0.693073241646505,-0.46705246921766674,8,-1.5259640879063106,-0.49849625189108376,16,4,5.0,3.0,1.1490752557800468,3
35,62,2017,8,-1.3980826498042627,0.9292681888869111,8,0.17550671202516271,1.2722308905012536,37,24,5.0,3.0,1.5247685908436908,4
5,90,2015,11,0.0829287848864484,-0.4120250541199494,15,-0.3020991265520929,1.4400782635112117,35,10,4.0,5.0,1.2159653052886108,5
9,80,2021,10,1.4725529441153,-1.3130989763450711,2,1.4590724032015374,-0.08859518341212534,25,0,4.0,5.0,0.17345095854373907,3
9,7,2015,7,1.1177552864398488,-0.9416639244354789,2,1.2501198488239882,-1.2562855623900977,14,24,4.0,5.0,-1.1345441028309768,3
34,3,2021,4,-1.043284992128811,-1.608871332495302,6,-0.09314657217454347,1.3972089573649622,44,6,0.0,5.0,-0.6025429318690826,5
26,91,2025,12,-1.6265508384589094,-1.209922573036851,0,1.548623497934773,-0.5446513861506986,35,35,4.0,3.0,1.5140245932542322,3
25,39,2018,6,-1.129296545504678,0.9361466157741257,5,1.6381745926680082,-1.4075413072418486,15,35,3.0,4.0,-1.1594979036839126,3
12,124,2021,5,0.06948947967146918,-0.28821337015008536,1,0.921765834802125,-0.6608678219326711,47,5,3.0,5.0,-1.5383104638541736,3
41,114,2016,9,-0.7368688332272846,0.3927508916841669,11,0.6531125506024186,1.1636453106979723,14,38,3.0,5.0,0.9321158205864665,5
3,147,2015,2,-0.011146351618406184,-1.354369537668359,10,-0.2125480318188575,0.5314436119880447,21,5,3.0,3.0,-0.8108378528776158,3
3,147,2020,5,0.3490270281430369,-0.30197022392451467,1,-0.8991064247736625,-0.2784340830432741,8,25,4.0,5.0,0.503742239277736,4
17,116,2024,9,1.7225240211139141,0.0763432548722921,0,-1.1976100738844475,-0.17477479222260492,34,31,1.0,3.0,-1.4688210600900955,3
28,159,2017,9,0.3839692217019828,-0.5702288725258868,2,-0.6603035054850348,0.4091340358345849,46,6,4.0,3.0,-0.10190730225705896,5
28,10,2023,6,0.16625247721931946,1.1287425686161365,5,1.5784738628458514,-1.6398861526683697,5,5,2.0,3.0,-1.582326195914213,3
23,86,2017,10,-0.22348737401507812,-0.6252562876236042,10,-0.03344584235238672,-1.3704967339005145,45,26,5.0,5.0,-0.8813669983438995,5
2,175,2019,10,0.3355877229280576,-0.3913897734583054,9,0.921765834802125,-0.7642229175112248,3,11,1.0,5.0,1.5471230374411122,3
8,2,2020,9,-1.387331205632279,-0.5083230305409547,9,-0.3020991265520929,-1.5538199677005387,17,3,2.0,3.0,-0.03744331672030826,3
37,6,2015,3,-0.5890364758625131,-0.10249584419528929,13,0.23520744184731973,1.372551826136389,4,11,4.0,5.0,0.4474228970749296,4
11,139,2022,13,0.6850096585175175,-0.9966913395331962,7,-0.0035954774413080753,1.0610166472108846,24,20,2.0,4.0,-1.3411061210025006,5
42,133,2019,4,-0.6884873344533593,0.29645291526316153,10,1.0710176593575176,0.41377373480256646,21,16,2.0,4.0,1.2466376855036776,4
52,164,2020,8,-1.459903453793167,1.1768915568266392,11,0.026254887469770304,-0.7106401089147116,24,27,3.0,4.0,1.3403877289858876,3
34,87,2024,10,-0.9841520491829022,1.6652598658188806,14,-0.7797049651293486,0.4600232446259118,10,9,3.0,3.0,1.196730083797806,3
3,17,2017,5,-1.2018687936655656,0.6885232478343977,11,1.190419119001831,-0.32845803819526237,50,6,3.0,3.0,-0.3126282872374054,5
4,94,2021,5,-1.3308861237293665,-1.0448403277436988,5,-0.8692560598625841,1.1156390300598655,47,26,3.0,3.0,-0.8640379699738052,4
49,71,2019,8,1.0801252318379069,0.599103698300607,8,0.5038607260470261,-1.6030577484317268,52,26,0.0,3.0,1.6472848214202573,4
1,132,2020,2,0.5694316336686962,-1.4025185258788617,10,1.5187731330236947,0.7589360526653327,20,3,0.0,5.0,1.527021364531803,5
18,65,2016,5,0.36784205544400783,0.9980524577590577,7,-0.5707524107517994,0.27438881965049544,1,3,1.0,4.0,0.7265935441171484,4
18,66,2015,10,0.1366860057463653,0.743550662932115,1,-0.6304531405739564,-0.281630153357496,45,3,1.0,4.0,-1.6492162454227768,5
4,94,2025,8,1.5585644974911677,0.7091585284960417,12,-0.8394056949515056,-0.41701521854706,16,0,5.0,4.0,0.437025480052873,3
51,54,2019,13,1.5424373312331918,0.9430250426613404,12,-0.6901538703961133,1.2271161963249668,35,19,5.0,4.0,-1.3140728367451535,4
17,116,2021,0,1.2118304229447034,0.805456504917047,13,1.309820578646145,1.0914390575253257,37,21,4.0,5.0,1.3412541804043923,5
41,114,2015,8,-1.545915007169034,0.537197856315675,8,0.4441599962248692,0.9902338199719336,20,37,5.0,3.0,-0.8727024841588523,3
25,46,2025,8,-1.2744410418264536,0.3721156110225229,13,1.0113169295353601,-0.6431393578554003,0,17,5.0,4.0,-0.6408400845669909,3
24,85,2017,9,1.3327841698795164,1.6033540238339485,12,-1.6453655475506246,-1.669769150357085,28,9,0.0,5.0,-0.8106645625939148,3
51,157,2021,14,-0.8201925255601559,-1.4093969527660763,9,-1.108058979151212,0.21522371088984318,53,29,3.0,3.0,-0.6153664128629523,3
5,125,2019,7,-0.0030827684894187252,-1.2649499881345683,13,1.2202694839129098,0.32895867542730817,37,7,1.0,3.0,-1.6055470939301393,4
18,172,2024,10,1.442986472642346,-0.41890348100716407,14,-1.4065626282619967,-0.12543340039851417,38,34,5.0,5.0,-0.313841319223312,3
22,146,2015,12,1.5236223039322214,-0.061225282872001276,9,1.7277256874012439,1.5038536329906085,10,15,0.0,4.0,-0.05113324913268274,4
32,106,2017,0,0.2253854201652281,0.3239666228120202,8,-0.8095553300404271,-0.0046840514546153435,36,1,0.0,3.0,-0.29027384063998374,3
41,114,2017,10,1.3166570036215415,1.2181621181499271,0,0.8620651049799678,1.4585366230033887,11,31,2.0,3.0,0.02286170200761982,5
28,159,2023,1,1.4967436935022629,0.516562575654031,14,-1.5259640879063106,-1.2345999626727422,14,23,2.0,4.0,-1.110110172829144,4
7,144,2020,7,0.23076114225121988,-0.10937427108250396,15,-1.3170115335287615,0.7434535538386728,9,5,1.0,3.0,1.1199624881182884,4
11,50,2024,5,0.31139697354109525,1.699652000254954,5,0.08595561729192733,0.22750090387310848,48,6,3.0,3.0,-0.15458754850214557,5
44,43,2021,12,0.33289986188506193,1.6308677313828073,1,1.1605687540907526,-1.2167476847825036,21,1,5.0,4.0,1.6051752824809282,5
46,110,2015,2,0.4457900256908875,-0.13000955174414797,7,1.548623497934773,1.7133818149864422,10,28,5.0,4.0,0.0661842729328555,3
36,167,2023,14,-0.3955104807668124,-0.31572707769894404,0,-1.108058979151212,1.5929559981738644,13,36,5.0,4.0,-0.15094845254442577,5
8,2,2017,13,-0.6857994734103636,1.1012288610672778,13,0.8322147400688894,1.442822658726846,45,15,5.0,5.0,-0.6339084732189533,4
15,59,2022,6,0.23882472538020735,-0.233185955052368,3,0.8919154698910462,1.0594137056789013,43,23,3.0,4.0,-0.49562282682560094,5
44,40,2017,0,0.0022929535965730418,0.4959272949923869,3,-0.7200042353071918,-0.2346184237671414,10,22,1.0,3.0,1.2014089214577315,4
30,101,2023,13,1.4752408051582957,0.08322168175950677,1,0.056105252380848944,-0.3189021516047003,47,28,2.0,3.0,1.0898099787543245,3
20,69,2017,8,-1.091666490902736,-0.33636235836058803,6,-1.4065626282619967,1.2871653183935894,25,12,3.0,4.0,0.16929199173491646,3
42,134,2016,7,1.7037089938129426,-0.8109738135784001,1,-0.2125480318188575,-1.6872756731239322,13,5,3.0,4.0,1.6488444339735657,5
28,10,2024,1,1.6741425223399884,-0.45329561544323743,10,1.0710176593575176,-1.4458130515219647,20,37,0.0,3.0,-0.5807083561227638,4
16,56,2025,5,-0.2046723467141071,0.48217044121795755,4,-1.4065626282619967,0.9164713801337382,9,22,0.0,5.0,0.7595186980203275,4
17,117,2022,14,-0.8820133295490602,-0.6871621296085362,10,-1.5259640879063106,-1.722050903781437,16,39,3.0,5.0,-0.11767671807384476,3
28,10,2022,3,0.3355877229280576,0.43402145300745487,15,-0.8991064247736625,-1.5390820834134036,2,39,4.0,4.0,0.9189457590251948,3
28,10,2022,7,-0.2046723467141071,-1.1548951579391336,11,0.802364375157811,-0.12419064450425348,7,2,4.0,5.0,0.891219313633044,3
30,103,2021,1,1.5612523585341633,0.578468417638963,9,1.0411672944464385,1.020488547709838,41,21,2.0,5.0,0.9731856178235899,3
39,102,2017,14,-0.008458490575410493,1.073715153518419,13,1.5187731330236947,-0.039392324525620595,17,33,0.0,5.0,-0.8681969367826279,3
5,100,2015,8,-1.5055970915240964,-0.20567224750350932,1,0.4143096313137905,-1.3313403990918549,14,26,2.0,5.0,-0.2498972045376641,3
43,5,2015,0,1.5773795247921383,1.0943504341800632,14,1.6083242277569298,0.8681343521071454,54,9,0.0,5.0,-1.1702419012733711,3
0,160,2018,0,-0.4653948678847042,0.8398486393531204,11,0.7128132804245754,0.8896081118741089,8,10,2.0,3.0,0.724514060712737,4
35,14,2018,1,1.098940259138878,-0.5220798843153841,11,0.026254887469770304,-1.454129645541706,51,14,5.0,5.0,0.6257385990031997,3
49,70,2021,9,1.4779286662012923,1.4382717785407966,14,1.548623497934773,0.03829088605654269,45,0,3.0,5.0,1.1688303481219542,3
19,78,2020,9,1.7037089938129426,-1.1411383041647043,13,-1.4961137229952322,0.8800069134685451,24,32,0.0,5.0,1.1826935708180297,4
24,95,2025,7,0.20657039286425713,-0.6527699951724628,7,1.429222038290459,-1.721953930725127,4,29,1.0,3.0,1.3225388297646905,5
48,153,2025,10,0.7092004079044802,1.4038796441047232,10,0.9516161997132034,1.30177823442661,21,18,3.0,3.0,1.1865059570594505,5
30,101,2016,3,0.19850680973526968,0.11073538930836545,7,0.8919154698910462,-1.195095563858398,2,27,1.0,4.0,1.100207395776381,3
40,104,2020,6,0.46191719194886244,-0.4739308961048814,1,-1.5558144528173892,0.505171417595449,34,19,5.0,3.0,1.5336063953124388,5
9,80,2020,6,-0.7341809721842887,1.0393230190823457,2,0.7426636453356538,0.05045176909429317,17,10,4.0,4.0,-1.212524730496401,3
9,7,2021,13,-1.4061462329332501,-0.22630752816515334,2,-0.06329620726346509,-0.20411145063871594,51,29,4.0,4.0,1.5490292305618227,4
0,160,2022,7,1.5236223039322214,0.0006805591129307435,13,1.1307183891796742,-1.2494045159360905,20,26,1.0,5.0,-1.0984997238211809,5
42,133,2022,4,0.8785356536132185,1.6033540238339485,9,1.4590724032015374,-1.3379966181325715,41,14,1.0,5.0,-0.8983494461465918,3
3,143,2020,6,-0.7019266396683385,-1.6226281862697312,2,-1.2274604387955257,0.29273750723375047,3,24,1.0,3.0,-1.0742390841030487,5
12,119,2015,9,-0.04608854517735248,-0.6321347145108188,14,1.3993716733793806,0.9567434823105379,0,15,1.0,4.0,0.7811799834829454,3
40,141,2016,8,0.45385360881987497,0.4752920143307429,13,-0.36179985637424994,1.3685156112777657,36,27,1.0,4.0,-1.2662447184436934,3
9,80,2024,2,1.0532466214079483,0.7710643704809736,11,0.23520744184731973,-1.3206263194210173,28,36,4.0,5.0,1.1937841489748902,3
8,180,2023,0,-1.6641808930608513,0.599103698300607,8,1.6083242277569298,-0.797037907101889,15,3,4.0,5.0,0.05058814739977066,4
21,156,2022,1,1.5343737481042048,-0.5220798843153841,13,-1.0782086142401335,-1.6660050949987613,26,12,0.0,5.0,-0.8139570779842328,4
13,48,2019,8,-1.4142098160622374,-0.6390131413980334,13,0.6232621856913403,-1.5452846070835262,38,23,0.0,4.0,-0.9598674968604266,4
41,114,2021,1,1.4134200011693918,-1.5400870636231552,4,-0.8692560598625841,0.3182979886594988,17,26,4.0,3.0,0.03880440810810655,4
23,86,2016,10,-1.6265508384589094,0.5096841487668162,12,1.429222038290459,-1.6848250831800946,28,16,1.0,3.0,-0.03917621955731769,5
24,95,2016,1,0.49417152446481266,-1.0035697664204108,2,-0.42150058619640696,1.6631209107891245,6,3,3.0,3.0,-1.7632412520979972,4
14,68,2025,11,-1.7260016970497558,1.5620834625106605,15,-0.7797049651293486,-0.8804125125365403,45,13,5.0,4.0,-1.5105840184620227,3
36,167,2019,13,-0.34712898199288683,-1.292463695683427,2,0.7725140102467326,1.709919068767367,5,33,2.0,5.0,-0.2847285515615536,5
15,59,2018,2,1.7063968548559392,-0.5220798843153841,4,-0.12299693708562211,0.326987755779862,2,17,0.0,5.0,-1.7145466823780322,5
39,12,2023,0,0.7038246858184886,0.0006805591129307435,10,0.14565634711408434,0.9773707481067945,42,6,5.0,4.0,1.645551918583248,4
33,34,2015,13,-0.11059721020925253,1.57584031628509,4,-0.18269766690777914,-0.9821239725326942,2,25,5.0,4.0,-0.047320862891262,5
50,11,2022,12,-1.599672228028951,0.014437412887360081,4,-1.6752159124617032,1.6595008719638327,16,34,5.0,3.0,1.3643017881366177,3
32,105,2024,2,0.6554431870445634,0.26893920771430285,8,-1.4662633580841538,-1.3051631574835625,40,17,4.0,5.0,-0.21108018098865292,3
44,43,2025,3,0.41891141526092907,0.6747663940599683,14,-1.7050662773727816,-0.27008631911257586,45,30,2.0,4.0,-1.0777048897770676,5
25,41,2022,12,0.07755306280045664,-1.5676007711720137,12,-1.5558144528173892,1.431364830347344,30,19,3.0,4.0,1.478153504528137,3
36,166,2021,13,1.4752408051582957,-1.0310834739692696,8,-0.5707524107517994,-1.5316725915245635,16,10,3.0,4.0,0.12943522648369962,4
38,126,2022,5,1.6203853014800715,1.2112836912627125,6,1.1008680242685958,0.05048091873324339,17,6,4.0,4.0,0.7662770190846643,5
20,69,2015,0,-1.6131115332439303,-0.6183778607363895,3,0.9814665646242818,-1.5345881326401738,10,19,4.0,3.0,-1.452011902571104,5
2,174,2021,9,-1.3927069277182709,0.9292681888869111,13,-0.8991064247736625,0.3272030590536936,24,9,4.0,5.0,-1.1938093798566993,4
16,55,2022,3,-0.5809728927335255,-1.0448403277436988,1,-1.3468618984398397,0.3119618384266627,40,16,1.0,5.0,-0.31366802893961104,4
24,95,2024,10,-1.0782271856877568,-1.2374362805857098,6,-1.4961137229952322,-0.6699189291319044,5,35,2.0,3.0,-0.9317944709008739,4
45,145,2019,12,1.6607032171250093,0.10385696242115078,2,-1.4961137229952322,0.006956467236328062,50,38,3.0,5.0,-0.6261104104524108,3
37,6,2025,10,0.6984489637324968,-0.07498213664643062,7,1.2202694839129098,0.21125474222800694,36,9,2.0,3.0,1.0471805689638924,3
46,137,2018,7,-0.9250191062369938,0.4752920143307429,4,-0.8991064247736625,0.794787511081708,37,20,3.0,3.0,0.2912883514603802,3
1,131,2015,3,-1.3255104016433747,-0.7009189833829655,14,-1.048358249329055,0.27909951674899,46,0,3.0,3.0,-0.525602045905864,4
40,0,2020,1,0.20925825390725283,-1.0929893159542017,4,-1.6453655475506246,1.1698489888092412,54,11,1.0,3.0,0.15265612449962596,3
45,145,2018,12,1.098940259138878,0.6059821251878216,8,1.5187731330236947,1.6346977039302208,43,39,0.0,3.0,-0.691960718258769,3
29,60,2020,12,0.36515419440101216,1.7202872809165979,12,1.4590724032015374,0.8934789530384891,27,8,2.0,3.0,-0.17850160765287568,3
27,96,2018,7,-1.4437762875351918,-0.06810370975921595,3,-1.1379093440622905,-0.40515131549425953,42,35,4.0,4.0,1.2149255635864051,5
17,116,2022,10,-0.7906260540872015,-0.30884865081172935,6,-0.9886575195068981,1.349953063472113,7,3,2.0,3.0,0.355405756429729,4
23,136,2017,8,-1.4357127044062044,-0.15752325929300665,9,-0.928956789684741,-1.6068307507089366,19,9,3.0,4.0,0.03135292590896601,4
33,32,2017,10,-0.9115798010220145,0.5509547100901042,3,-0.481201316018564,-1.4638800554654614,50,35,5.0,3.0,-1.2100986665245879,3
1,131,2015,3,-1.0298456869138317,-1.0310834739692696,7,-0.8394056949515056,0.8315858998485407,33,25,4.0,5.0,1.3152606378492508,4
46,110,2019,1,-0.5164642277016254,-0.30197022392451467,10,1.1307183891796742,0.8752055927400464,53,22,1.0,5.0,-0.577069260165044,4
50,38,2022,12,1.0371194551499734,-0.6183778607363895,4,-0.24239839672993588,1.5128854033006371,48,33,4.0,3.0,-0.03380422076258847,5
46,111,2025,1,-0.48958561727166694,-0.9279070706610496,13,-0.24239839672993588,0.8572658659329568,46,27,4.0,3.0,-0.8960966724584797,4
11,50,2024,0,0.3947206658739663,1.3282169483453619,10,1.668024957579087,-1.042095458434211,13,6,1.0,4.0,-0.039002929273616746,3
31,27,2025,3,-1.1077936571607112,1.1906484106010684,15,-1.6155151826395462,-1.0601249430404451,1,7,2.0,4.0,-1.442654227251253,4
25,39,2017,12,1.276339087976604,-0.274456516375656,10,-1.1677597089733691,-1.3657799759860005,30,14,0.0,3.0,-1.0310898034615141,3
45,145,2025,10,-1.1749901832356073,0.30333134215037616,11,0.32475853658055515,-0.009088533038987625,45,1,0.0,4.0,1.6656535914925572,3
25,41,2024,0,-0.01383421266140226,-0.09561741730807462,6,0.8322147400688894,-0.7521904660510279,47,4,5.0,3.0,0.5879613171563942,3
39,12,2022,9,1.4537379168143294,-1.0792324621797722,1,-0.36179985637424994,1.525899129735401,17,21,5.0,3.0,-0.5351330115094158,4
24,83,2020,13,0.9107899861291686,0.0557079742106481,7,-0.3020991265520929,-1.178430917297672,15,35,5.0,5.0,0.8539619026373413,4
37,6,2018,9,-1.5969843669859551,-0.8384875211272589,1,0.7426636453356538,-1.276645575060928,24,1,0.0,5.0,0.7167159979461947,3
17,118,2017,11,1.2010789787727199,0.4133861723458109,1,-1.108058979151212,-1.3193454669689209,39,34,5.0,3.0,0.7333518651814851,4
39,102,2015,0,0.6312524376576006,-0.962299205097123,14,0.682962915513497,1.1477521194334277,10,29,5.0,5.0,-0.018034804945802674,4
2,177,2015,4,0.9699229290750774,0.9774171770974137,4,1.4889227681126158,-0.45180632277033,17,8,5.0,4.0,-0.6777509149952917,5
32,107,2018,0,-1.390019066675275,1.2181621181499271,8,0.7725140102467326,-1.5968924554885802,19,10,2.0,3.0,1.3071159945153066,4
52,161,2018,5,-1.3577647341593249,-0.5839857263003161,8,-1.6453655475506246,0.5156664420587288,53,13,1.0,5.0,0.3262929887679706,3
1,171,2021,6,0.953795762817102,0.03507269354900409,1,0.7426636453356538,0.991066460648882,41,28,0.0,5.0,0.43754535090397584,5
35,62,2017,12,-1.115857240289699,0.9567818964357697,7,1.6381745926680082,0.5585348823741176,40,20,0.0,5.0,-0.4490077405100473,5
21,156,2018,4,0.4242871373469205,1.4382717785407966,1,-0.6304531405739564,0.8063102767757033,46,3,0.0,3.0,-0.9077071214664428,4
42,20,2015,5,1.4967436935022629,0.3858724647969522,14,0.8322147400688894,-0.6109627742187778,4,12,0.0,5.0,-0.1308467796351164,3
50,37,2020,5,-1.008342798569865,-1.5332086367359405,12,1.0411672944464385,0.6621142281453881,14,15,4.0,3.0,-1.4019310105815315,4
1,171,2015,2,1.7386511873718888,1.5827187431723047,4,-1.2871611686176831,-1.1478263938923632,28,33,0.0,3.0,-0.6472518250639259,3
52,164,2024,5,-0.6696723071523885,0.31020976903759084,14,1.6083242277569298,-1.0518051743075507,6,22,0.0,3.0,0.9040427946269137,4
52,162,2017,1,1.6042581352220966,-0.026833148435927934,5,0.921765834802125,-0.26910706441001564,21,24,1.0,4.0,0.863839448808295,4
6,16,2021,3,0.3893449437879745,-1.4713027947510084,7,-1.2274604387955257,-0.12412801607205322,9,8,1.0,4.0,1.021706897259854,4
24,95,2020,9,-0.019209934747394027,0.537197856315675,3,-0.3020991265520929,-1.614851807795161,34,13,1.0,4.0,0.21053507925574083,5
9,7,2025,7,-0.44120411849774144,-1.519451782961511,10,1.4889227681126158,0.7985209737496485,17,22,1.0,5.0,-1.6084930287530552,5
32,105,2017,6,0.38665708274497884,1.6033540238339485,2,-0.8394056949515056,0.3361159219256274,24,21,1.0,4.0,0.4891858554468568,5
21,156,2023,0,-1.0701636025587693,-0.233185955052368,8,1.1307183891796742,-0.8735470510380114,25,35,5.0,5.0,0.5683795150981876,5
19,82,2025,14,0.9860500953330522,-0.5083230305409547,2,-0.7797049651293486,-1.0236671144118445,39,34,0.0,3.0,-1.218763180709635,3
35,62,2021,3,-0.27186887278900324,-0.7077974102701802,13,-1.108058979151212,-0.45178294533711244,12,17,1.0,5.0,-0.561819715199361,3
26,91,2017,8,0.9242292913441479,-0.8109738135784001,13,-0.18269766690777914,1.4125933286941654,54,21,1.0,3.0,0.1739708293948419,3
21,61,2022,10,0.6231888545286132,-1.3681263914427884,5,-1.4961137229952322,0.8543999657866481,53,16,0.0,3.0,0.36424356089847704,5
25,41,2022,10,0.9161657082151604,0.4065077454585962,13,-0.5409020458407208,0.6121797421822576,36,12,2.0,3.0,0.25281790847877084,4
10,49,2015,10,1.3139691425785451,-0.30884865081172935,2,-1.6155151826395462,-1.3236985759222717,26,25,1.0,5.0,0.9295164663309523,5
24,84,2015,2,1.6176974404370759,1.1424994223905658,7,-1.6453655475506246,-0.5018135385256933,44,12,1.0,5.0,-1.306794644829714,4
52,162,2025,1,0.714576129990472,-1.3681263914427884,10,-0.6901538703961133,-1.073707520350171,9,29,5.0,3.0,-0.057718279913318564,5
23,86,2017,0,-0.1697301531551612,-1.3130989763450711,15,0.5635614558691829,-0.9150018781694507,15,21,5.0,5.0,-1.6029477396746252,3
41,114,2019,5,0.7844605171083638,0.6197389789622509,15,1.548623497934773,0.5731870494061213,24,17,5.0,5.0,0.12094400258235342,3
11,50,2016,2,-0.5299035329166046,1.4864207667512992,10,0.5337110909581045,0.9696706256593105,41,39,1.0,3.0,-1.2627789127696745,4
36,166,2016,14,-0.4438919795407375,1.2800679601348592,7,1.5784738628458514,0.248727613234711,53,24,1.0,4.0,0.04625589030724709,4
10,49,2023,2,0.37321777752999963,-0.9416639244354789,1,-0.36179985637424994,0.11496049731203539,47,12,1.0,4.0,0.8193038458971528,3
4,13,2017,7,0.5963102440986547,1.1012288610672778,6,0.35460890149163377,-0.6795310947283607,23,5,5.0,3.0,1.0419818604528641,4
9,7,2015,8,-0.5648457264755505,1.1906484106010684,4,1.2202694839129098,1.4869214446941699,14,30,1.0,4.0,-0.8649044213923099,3
23,86,2020,9,0.6393160207865881,-0.4945661767665254,10,-0.36179985637424994,0.07877396235287414,11,7,1.0,3.0,-1.025544514383084,4
8,2,2015,1,1.5370616091472005,-0.6527699951724628,14,0.5337110909581045,0.24956083113223282,7,22,1.0,3.0,-1.7169727463498454,4
40,104,2025,8,1.7252118821569098,-1.2030441461496364,10,1.548623497934773,-0.2700981521343281,50,21,0.0,3.0,-1.1024854003463025,5
16,57,2024,9,1.6607032171250093,0.48904886810517223,10,-0.8692560598625841,-1.3378702068270243,13,26,4.0,4.0,-1.2600062682304594,4
5,100,2021,6,0.48073221924983345,-0.15752325929300665,9,-1.6752159124617032,-1.3454026466979718,34,26,4.0,5.0,0.9539503963327852,4
43,5,2024,11,-0.3874468976378245,0.5509547100901042,13,-0.6901538703961133,-1.3155877610369027,38,6,4.0,3.0,0.4671779894168371,5
5,100,2023,10,-1.5055970915240964,1.2250405450371418,1,0.8919154698910462,-1.0308079101238252,24,5,4.0,3.0,0.7706092761771879,4
20,69,2017,14,-1.008342798569865,-1.1548951579391336,3,0.23520744184731973,1.1995250529224384,44,36,4.0,3.0,0.6333633714860412,5
46,108,2019,4,1.5773795247921383,0.10385696242115078,11,0.5635614558691829,-0.20841924777706497,29,26,4.0,5.0,1.2873609021733992,5
