Manufacturer,Model,Battery_Type,Battery_Capacity_kWh,Range_km,Charging_Type,Charge_Time_hr,Price_USD,Color,Country_of_Manufacture,Autonomous_Level,Safety_Rating,Units_Sold_2024,Warranty_Years
45,145,12,108.6,185,8,4.3,-0.17276058103216277,53,22,0.0,3.0,-0.7994006941533536,5
8,179,12,146.0,398,5,6.1,-0.8921133507773908,34,18,4.0,3.0,1.2138858218841995,5
31,25,13,59.6,476,7,5.7,0.7955800349288142,30,31,2.0,3.0,0.23340939670426528,4
9,7,8,106.3,542,15,1.8,0.6257704005800095,52,11,2.0,3.0,0.25940293925940666,4
34,87,7,110.5,320,9,2.9,-1.4401372416249552,1,10,5.0,4.0,1.2230702069203494,3
18,66,0,63.1,401,13,11.4,-0.7925886909230878,31,18,5.0,4.0,0.8149715888046292,5
48,151,13,146.0,355,2,5.9,-1.2290346905155145,11,9,1.0,4.0,-1.6804084964889465,4
7,8,1,97.1,127,15,4.0,-0.25897482307703873,24,37,1.0,5.0,1.415249131544695,3
19,78,7,45.6,399,3,3.8,-1.6380223074372657,49,3,5.0,3.0,-0.28542171269635735,4
4,13,14,76.7,548,7,9.8,-1.2673093208984971,33,8,3.0,3.0,-0.08041930707814207,5
0,160,11,68.9,548,13,1.6,0.07436515161420247,23,12,5.0,4.0,0.8803020257598846,4
24,95,0,92.7,590,13,1.5,-1.2624286323411733,25,3,2.0,5.0,-0.10312033424296557,3
8,180,9,107.1,336,14,10.2,-1.4561201906886438,4,10,0.0,5.0,0.11245277868100723,3
20,69,3,38.7,479,15,2.1,1.3505337473688273,16,32,2.0,4.0,-0.6292296355590278,3
1,170,14,134.4,366,1,3.3,-1.3904974267644812,2,35,0.0,4.0,-0.7238461304597426,3
29,60,2,77.1,436,1,5.5,0.45403458117818724,32,32,5.0,5.0,1.3353623107585604,3
17,118,6,106.8,591,15,4.7,-0.7962800164891793,1,10,3.0,3.0,1.4350042238866023,4
46,15,4,103.9,557,14,1.0,1.3921146971955274,20,1,3.0,4.0,1.0738672726538376,5
42,133,9,86.7,189,2,4.5,0.741531697939955,36,1,1.0,4.0,0.46804444083534175,3
16,53,10,98.8,192,0,2.0,-0.6269399510767335,27,4,3.0,4.0,-0.8650777116760109,3
22,146,0,108.3,265,12,11.8,1.050967237030173,52,3,3.0,4.0,0.6163809236833487,3
2,177,13,24.9,483,3,5.6,-0.4529235331899033,16,11,2.0,3.0,1.4892440826849975,5
26,91,10,76.9,246,12,2.8,-1.187953325094984,37,29,1.0,3.0,-1.2225755669510558,3
7,8,12,120.7,390,3,4.4,0.6139154444460945,52,29,1.0,4.0,0.255417262734285,5
23,136,10,75.6,292,3,7.0,-1.3088135003889514,26,24,1.0,4.0,1.3005309637346707,4
34,87,0,127.7,299,9,1.3,1.2688720439853682,11,6,1.0,5.0,0.004146351367918,4
14,67,7,135.9,398,15,11.3,1.6618227417198301,42,11,1.0,3.0,-0.9778896863653246,3
23,86,0,134.2,220,15,1.3,1.533900272711847,43,18,0.0,5.0,-1.3113001922059384,5
17,117,7,25.4,118,15,6.3,0.5030053973942358,5,22,1.0,5.0,-0.6548765975467673,5
4,13,2,115.9,382,15,1.1,0.9024807078787072,23,17,3.0,3.0,0.3191880871362319,4
26,93,0,27.5,218,3,7.3,-0.9627114674328942,39,27,0.0,3.0,-1.3338279290870612,3
49,74,6,25.7,279,12,12.0,-1.3000726492478534,13,22,5.0,5.0,-0.5999435776135684,4
9,7,10,112.7,582,9,9.5,-0.7356646410381745,42,3,2.0,3.0,-1.4622360293094596,4
24,95,13,46.5,170,12,4.0,0.16577697631112998,34,0,1.0,4.0,0.8076933968891896,3
34,3,6,56.1,296,11,10.0,-1.4566942365487654,4,9,0.0,3.0,-0.4944097948396943,3
33,34,9,89.2,438,11,0.9,0.8931811072226792,2,15,2.0,5.0,-0.5392919783182385,3
37,6,8,114.8,476,6,9.8,0.16691467806105428,52,7,4.0,5.0,1.1776681525907025,4
31,28,7,149.0,221,2,10.9,-0.7771665116463358,45,25,4.0,4.0,1.4739945377193144,4
7,45,12,54.9,228,5,1.9,0.21937334959111465,38,31,3.0,4.0,-1.5587587173308848,4
17,116,5,73.1,396,3,3.7,0.36444302155908115,38,6,2.0,4.0,-1.046512638710898,3
0,160,1,100.3,125,12,1.8,-1.6159779651336201,45,35,4.0,3.0,-1.4235922960441494,5
18,65,2,129.8,534,9,6.7,-1.5943968423400272,17,4,4.0,3.0,-0.42318748823860686,3
41,114,9,29.3,318,11,2.1,-0.6184063221214412,6,0,3.0,4.0,-1.5920304518014659,3
3,64,0,39.5,402,5,1.7,-1.0168994918004859,38,35,5.0,4.0,-0.5488229439217903,4
21,156,7,39.5,490,3,11.5,1.570707031176992,14,28,4.0,5.0,-1.0804775343162827,5
10,49,10,105.7,366,14,4.1,-1.0738922309336187,29,7,2.0,4.0,-0.4578455449787954,4
41,114,10,115.3,550,13,4.7,-0.5302855205230391,19,6,5.0,4.0,-0.4642572854757303,5
5,90,5,120.9,308,2,7.5,1.0069844723980774,36,12,5.0,3.0,1.5018942733951663,4
0,160,0,79.0,185,1,5.3,0.9018853048573743,12,22,1.0,3.0,-0.8208886893322704,3
49,75,0,70.5,316,9,2.0,0.6643674086531659,17,7,1.0,5.0,1.6878347478062778,5
22,146,7,139.7,586,14,11.0,0.4354532737039026,39,39,3.0,5.0,1.578835159358385,5
19,77,14,97.1,445,14,4.9,-0.23035334095121499,19,16,0.0,3.0,1.4344843530354996,5
25,46,1,140.6,246,7,4.9,0.8734537283001579,9,18,5.0,4.0,1.17905447486031,4
11,50,13,65.2,184,1,3.8,-0.0639449788304314,14,21,2.0,3.0,-0.18664625098681997,3
22,115,1,86.1,186,5,7.4,-1.6116721882672778,30,27,0.0,4.0,-0.6153664128629523,4
11,138,3,36.4,332,11,11.1,0.7312866099849032,41,5,3.0,4.0,-0.991926199345101,4
40,104,8,30.3,506,12,8.9,-0.6164143339230702,19,20,5.0,3.0,0.018702735198797192,3
52,161,12,44.8,385,6,11.4,0.42316915407375827,17,17,1.0,3.0,0.9823700028597399,3
40,81,11,45.8,548,3,11.4,1.219289373961649,39,33,1.0,3.0,-0.7574644454977254,3
24,85,9,102.0,220,9,6.1,0.5258771853896707,32,24,2.0,5.0,0.45816689466438804,5
12,124,13,48.5,593,11,5.3,-0.2006175345086845,17,39,2.0,3.0,0.20481649989360973,5
51,52,1,124.6,350,13,8.4,-1.649015184644995,4,35,3.0,4.0,0.03464544129928392,4
51,121,9,53.9,127,0,6.1,-0.9910336606914751,16,18,3.0,5.0,-0.598037384492858,5
20,69,14,90.2,586,5,9.7,-1.4367475138083996,12,20,4.0,5.0,-0.5737767447747261,4
29,63,1,89.6,540,12,3.8,-1.190327144702576,51,20,4.0,3.0,-1.6551081150686089,5
22,36,4,40.4,254,5,3.1,0.925789451848111,17,18,0.0,4.0,-1.0239849018297753,5
47,165,13,85.6,460,13,0.7,0.8227221007253352,30,15,0.0,3.0,1.6705057194361836,4
48,151,3,116.7,254,0,5.8,-1.4041004954045584,42,28,2.0,4.0,1.4166354538143024,4
17,118,3,51.8,108,15,8.9,1.5458827945924563,46,27,3.0,4.0,-0.4509139336307577,4
3,17,13,103.6,270,2,9.8,1.6302493535822795,54,38,3.0,4.0,0.5205513967967275,5
17,116,8,50.2,492,15,3.4,-0.6706528650908233,36,32,3.0,3.0,-0.2462581085799443,5
42,20,3,85.0,591,12,4.2,0.7057177588608422,19,38,5.0,5.0,-1.3288025108597337,4
49,70,11,87.6,162,8,2.8,1.262900697154842,34,18,3.0,4.0,-0.9745971709750068,5
23,86,4,58.6,322,11,8.8,1.2991859368320342,4,29,2.0,4.0,1.2022753728762363,5
42,20,3,98.6,341,14,2.9,-0.6058116578228748,39,17,5.0,4.0,0.5950662187881328,3
13,47,4,60.5,196,4,8.5,0.11301612981095985,36,10,5.0,4.0,1.4062380367922458,3
12,119,6,56.9,566,13,7.2,-0.6904096822625818,43,34,4.0,3.0,1.5963374780121802,3
22,115,11,54.2,152,2,9.7,0.2847470428379094,33,13,4.0,5.0,0.9192923395925967,3
31,24,5,31.9,511,2,2.1,-0.10263636246731826,53,12,4.0,4.0,0.6467067233310138,5
17,118,3,118.8,223,10,4.8,-0.4141074699091889,0,4,4.0,4.0,1.6687728165991742,3
31,22,1,76.8,326,15,8.5,-0.8816243871301304,34,38,5.0,4.0,0.30757763812826877,4
35,62,7,75.1,415,4,4.9,-1.1293677457898996,39,37,2.0,4.0,-0.006424355937839508,4
22,35,3,139.8,410,0,0.9,-0.7970762922700119,0,34,2.0,5.0,-1.4438672592371598,5
5,90,14,102.2,351,8,5.9,1.2808672647185895,46,27,0.0,5.0,-0.8990426072813956,5
36,166,13,74.5,533,1,1.1,0.4584710985043763,3,12,0.0,3.0,-1.6741700462757125,4
44,44,0,148.2,469,9,6.4,1.508090143388158,13,14,5.0,5.0,-0.931274600049771,5
47,165,10,25.8,411,4,8.4,-0.33195166571500734,16,37,4.0,5.0,-1.2799346508560678,5
6,140,0,31.8,473,3,2.6,0.29801647798663394,2,21,1.0,5.0,-0.3679078877380061,4
44,40,7,118.3,167,11,1.1,0.6954865241995489,32,25,1.0,3.0,-0.21974469517370004,3
39,123,7,77.1,147,15,4.6,-0.4900119752948062,33,29,5.0,5.0,0.4210827739523863,3
29,63,12,104.0,449,11,2.9,0.6738055422467799,19,38,2.0,4.0,-0.5295877224309857,4
18,172,3,105.6,195,15,2.1,0.28302807997069757,51,28,4.0,3.0,0.26893390486295854,3
31,28,12,63.8,562,1,2.7,-0.5094366020266452,35,1,0.0,5.0,1.5017209831114653,5
52,162,1,51.7,470,9,7.4,-0.07806898903788868,13,24,0.0,5.0,-1.1563786785772956,4
52,163,9,97.1,183,8,11.1,1.321244132429438,23,29,4.0,4.0,-1.4634490612953663,3
45,145,10,71.5,335,5,8.1,-1.0552494494682807,32,24,1.0,3.0,-0.3791717561785674,3
44,40,4,82.1,276,1,5.9,0.6292415164973965,23,33,5.0,3.0,-1.224828340639168,4
49,73,9,120.5,559,11,9.9,0.7801927774967449,5,15,0.0,5.0,-1.6161178012358968,3
4,94,12,67.1,356,5,7.5,0.854004569693955,40,2,0.0,4.0,-1.2416374981581595,4
33,34,11,57.0,298,15,0.9,1.5703176959003187,48,23,5.0,3.0,0.19753830797817012,5
40,104,1,72.6,513,5,2.4,-1.3034554504175295,19,13,0.0,4.0,0.6300708560957232,3
45,145,7,102.4,409,14,6.3,0.9555457496209929,12,20,2.0,4.0,1.2504500717450984,4
44,43,4,63.8,578,0,2.8,1.0657888183004331,52,1,3.0,4.0,0.8446042273174904,4
2,177,12,52.8,272,11,9.3,-1.6678288234000225,4,23,3.0,5.0,-1.5665567800974272,5
20,69,3,116.0,227,8,1.5,-1.4217865337696938,52,32,3.0,4.0,-0.3828108521362872,5
5,100,10,25.3,267,9,0.9,0.3610662812054244,52,10,5.0,5.0,-0.05407918395559877,4
51,122,7,53.4,434,3,10.1,-0.24819551748142143,34,8,2.0,3.0,-1.4915220872549189,4
11,138,8,141.6,240,8,3.7,0.5760907574999794,22,34,5.0,3.0,-0.5926653856981289,3
48,152,11,55.7,336,7,1.6,-0.9706811518880973,12,12,4.0,4.0,1.569477484038534,4
0,160,9,81.8,385,5,4.4,-0.6422954613772727,37,19,5.0,3.0,0.44603657480532205,4
51,122,1,94.3,140,15,7.0,-0.5534392807685188,15,29,2.0,4.0,-1.6010415465539147,3
14,67,12,93.4,312,5,9.1,-0.766127168182458,39,26,3.0,5.0,-1.067654053322413,3
51,52,13,94.2,191,8,9.3,1.6599138732840106,13,38,1.0,4.0,0.29336783486479145,5
22,35,3,89.2,215,10,6.2,-0.14263803680553844,37,19,1.0,4.0,0.12804890421409207,4
16,56,0,32.8,397,13,11.7,-0.32834172824974756,16,11,1.0,3.0,1.6356743724122942,5
40,81,12,99.3,185,15,8.4,1.5472288729693322,2,15,5.0,3.0,-0.8524275209658421,4
3,142,11,81.4,464,4,4.2,-0.7346308389914395,2,33,3.0,3.0,-0.7645693471294641,4
27,97,1,63.1,571,8,3.3,0.7513577237588097,40,37,5.0,4.0,0.4191765808316759,3
48,152,0,113.1,161,5,5.5,1.1174572748656808,3,7,5.0,5.0,1.1359051942187752,5
16,53,8,36.1,174,0,9.2,0.25875451181306497,6,5,2.0,3.0,0.9714527149865805,3
18,172,2,110.2,334,15,9.2,0.8723466192406171,36,7,2.0,5.0,-0.20570818219392367,5
7,8,3,57.5,213,9,7.0,0.7228092600355052,25,21,2.0,4.0,-0.891937705649657,5
10,49,14,58.0,296,0,7.8,-1.6523327598898911,15,16,4.0,5.0,1.1658844132990382,4
17,116,12,103.7,400,7,6.5,-0.44025931381225725,8,21,3.0,3.0,-1.4012378494467277,4
50,37,5,39.5,411,1,8.0,-0.514641977156436,47,28,0.0,5.0,-0.4720553482422727,5
26,93,4,71.8,150,7,6.3,-0.8091211539725339,30,27,0.0,3.0,-0.3148810609255176,5
39,102,7,113.3,190,6,11.8,-0.8288975966437837,4,36,5.0,3.0,-1.016186839063233,5
45,145,5,51.7,489,15,5.8,0.11025297492669392,6,30,5.0,4.0,-1.2953574861054518,4
26,91,14,47.9,349,11,7.0,0.2653403099438422,34,19,1.0,4.0,-1.7660138966372123,4
8,180,6,84.0,190,7,6.3,0.031519800121744324,42,24,4.0,5.0,1.0877304953499132,4
0,160,8,142.9,349,5,4.2,1.6251825113900746,0,26,0.0,3.0,0.7477349587286634,4
0,160,8,34.1,218,4,4.0,-0.6916789903032127,33,29,5.0,5.0,-0.8910712542311523,4
31,23,8,42.3,180,8,4.2,0.0393679796462734,0,15,5.0,4.0,-0.0448947989194488,4
13,18,7,66.0,481,7,5.7,-0.27637773475098315,13,14,5.0,4.0,0.5524368089977009,4
16,56,8,55.6,519,4,2.9,0.7327472666455748,11,0,5.0,5.0,1.4109168744521714,5
26,91,3,77.2,240,1,1.4,-1.1937428474449288,52,22,4.0,3.0,0.44603657480532205,5
9,7,6,148.3,400,10,1.2,-1.5549790266116743,36,25,3.0,3.0,-1.3487308934853421,4
35,62,1,39.7,177,11,7.1,0.19649925271338664,7,3,4.0,5.0,-0.11403762211612496,5
34,87,1,122.2,464,7,11.5,-0.49826709532349367,33,19,1.0,4.0,0.2878225457863613,4
26,92,6,98.5,577,5,2.1,0.47496373333426634,5,34,0.0,4.0,1.1398908707438968,4
34,3,3,133.5,267,15,3.8,-0.5934288334747002,40,6,4.0,5.0,-1.270750265819918,5
6,130,5,117.7,492,13,9.9,-0.13639972545987233,39,32,0.0,4.0,1.2277490445802748,5
36,169,9,94.7,103,10,0.7,-0.9692779286744668,5,32,1.0,5.0,0.8303944240540131,5
32,107,0,66.1,550,2,2.7,-1.2357671026719037,25,23,1.0,3.0,-1.0458194775760943,5
12,119,1,61.0,217,4,2.8,-1.1837996458496995,4,2,1.0,3.0,0.727633285819354,3
33,32,1,116.7,478,4,4.9,-0.20186606260867743,13,8,3.0,3.0,1.1083520391103252,5
40,104,8,47.3,581,15,9.0,-0.5081003363995142,38,14,0.0,4.0,1.1199624881182884,3
6,140,9,124.4,304,1,4.6,1.5260529590181782,50,6,5.0,3.0,0.4439570914009107,4
34,3,0,62.0,172,12,2.5,-1.7172034054070768,26,32,5.0,3.0,1.6166124412051903,3
36,168,14,73.9,180,13,2.5,1.4933586085273283,9,23,0.0,3.0,-0.6099944140682232,4
51,54,14,61.7,501,5,4.3,1.3289506043032284,44,32,0.0,5.0,1.2133659510330965,3
31,27,12,136.6,147,13,11.9,-1.360007770253254,0,1,4.0,5.0,-1.7648008646513056,4
17,118,11,62.0,376,9,11.5,0.5656739464243785,54,22,4.0,3.0,-0.9591743357256228,3
32,107,7,72.5,554,1,3.4,-0.8811683828772433,52,24,3.0,5.0,-0.25422946163018767,3
41,114,2,38.9,477,6,9.1,1.020545115326019,16,30,1.0,3.0,-0.849654876426627,4
41,114,10,82.9,276,4,7.7,1.0801769069201639,29,34,1.0,4.0,-1.0998860460907882,5
47,89,0,63.9,556,8,3.4,1.0455402092002444,8,38,0.0,5.0,-0.27623732766020737,3
48,151,2,23.3,378,2,1.6,1.6277228591330561,50,5,0.0,4.0,-0.025486287144943214,4
52,161,11,71.7,581,4,2.1,0.6077270626800169,33,11,5.0,3.0,1.427379451403761,5
25,39,12,90.1,455,8,4.8,-1.4025114071663332,35,9,5.0,5.0,0.6389086605644714,3
47,165,6,70.7,367,13,10.8,-0.1284721781065184,20,24,5.0,4.0,-0.5834810006619789,5
14,67,8,73.3,173,15,10.0,0.8987105917043636,10,3,1.0,3.0,-0.3573371804322486,4
1,171,11,136.0,163,2,2.9,-1.2561155709312684,4,12,1.0,3.0,1.6292626319153591,4
50,38,1,36.2,480,14,2.3,1.2991885343246137,46,20,0.0,3.0,0.8803020257598846,4
21,61,8,57.8,367,1,1.5,0.7849972729383965,22,0,5.0,4.0,0.6255653087194988,3
0,160,1,114.1,241,0,7.9,-0.6104784861578003,24,31,0.0,4.0,-0.3904356246191287,5
28,159,9,106.5,153,15,6.9,1.1509066298663737,1,15,5.0,5.0,-1.2090589248223822,5
22,146,12,95.4,463,13,9.9,0.7383451517651921,44,4,3.0,5.0,-1.5571991047775762,4
5,100,2,138.1,210,8,0.8,1.5268079635280216,54,7,0.0,4.0,0.26737429230965004,5
12,124,6,78.0,124,7,5.8,1.6827472761113227,18,21,4.0,4.0,-0.7919492119542131,4
19,78,14,90.0,512,12,4.1,-0.6901158769907848,52,36,2.0,4.0,-0.6209117019413826,4
9,7,12,124.8,558,9,9.2,1.573073058306845,38,11,2.0,5.0,1.4136895189913865,4
8,2,11,71.7,456,3,2.8,-1.4357448816726215,22,34,1.0,4.0,-1.0134141945240178,4
22,35,14,146.2,265,12,5.6,-1.608112468991893,28,32,2.0,5.0,-0.5254287556221631,3
50,38,8,48.1,106,11,3.3,-1.6773751858511257,43,22,3.0,3.0,0.5725384819070103,3
25,46,2,94.8,561,10,9.1,0.6983677206910495,51,31,2.0,4.0,1.299491222032465,4
1,171,1,127.6,459,12,9.6,0.2557985652573255,54,35,4.0,5.0,-0.4751745733488897,5
12,119,6,94.7,127,14,7.6,-0.02758989546387363,5,6,1.0,5.0,-1.4421343564001503,4
17,116,13,108.7,133,0,7.1,1.5316615227184018,52,11,3.0,3.0,0.4812145023966134,3
32,106,3,110.6,255,7,3.2,1.0158520234550095,19,14,3.0,4.0,-1.730316098194818,5
2,178,14,35.6,600,3,7.6,0.08544980689308211,52,21,1.0,3.0,-0.7397888365602293,3
16,53,12,31.6,584,10,7.1,1.5374755769427104,1,14,3.0,3.0,-0.0017455182779140537,4
39,12,10,31.8,233,10,2.8,-0.5330004774894362,42,36,0.0,3.0,1.6731050736916977,3
23,136,12,32.4,100,5,0.6,-0.41679616333950237,2,28,0.0,5.0,1.0601773402414632,3
29,63,13,133.4,567,2,7.4,0.2385737261302363,7,23,3.0,5.0,1.2837218062156794,3
10,49,13,65.4,192,8,10.9,-0.025795316701562505,22,32,2.0,5.0,0.43910496345728434,4
20,69,5,67.5,222,15,2.7,-0.34915341601916505,49,30,3.0,5.0,1.5878462541108338,3
25,39,2,61.7,369,10,9.2,0.47828246302030913,11,12,3.0,5.0,0.6519054318420421,4
52,162,10,23.1,153,7,7.0,0.3621390456408553,25,26,2.0,5.0,-1.5324185942083415,3
19,78,7,137.0,377,8,7.9,0.8109644062580171,30,11,2.0,5.0,-1.4710738337782077,5
52,164,12,108.5,122,4,1.6,1.540711764086775,14,12,2.0,5.0,-1.6804084964889465,3
33,29,0,57.8,563,12,8.1,1.4204674831444914,36,23,1.0,3.0,-0.8834464817483109,3
4,94,2,53.6,572,13,8.3,0.7102347984570033,16,24,5.0,5.0,-1.7107342961366117,4
5,125,6,129.5,197,15,3.4,-1.7132006693417037,23,34,5.0,5.0,-0.5027277284573396,3
0,160,11,137.3,350,3,2.6,-0.6155040570790162,39,31,5.0,5.0,-0.14228393835937864,4
11,138,8,35.5,521,4,11.4,0.1719566997686083,8,8,5.0,3.0,-1.1362770056679863,3
7,144,13,119.1,512,3,3.3,0.38173308661095023,7,32,0.0,3.0,-0.573950035058427,5
41,114,4,143.3,274,0,11.1,-0.5367526998260079,31,30,1.0,3.0,-0.7241927110271444,5
26,93,7,77.1,546,14,1.3,-0.898119908062887,26,7,1.0,3.0,-1.3989850757586155,4
25,46,14,113.7,470,7,4.8,-1.2523818196530414,54,2,1.0,3.0,0.4316534812581438,5
20,69,4,93.3,137,5,8.0,1.4051125500645256,29,13,4.0,3.0,1.0166814790325265,5
18,65,10,82.3,560,2,5.7,1.2964781951228024,14,32,5.0,4.0,-0.8584926808953751,4
36,167,8,59.0,121,14,5.2,1.2977273004433687,41,2,1.0,4.0,0.6224460836128818,4
6,130,10,143.8,337,9,4.4,0.5550813716842152,20,29,1.0,5.0,0.294754157134399,4
23,86,2,59.9,301,2,5.9,0.13066926660341877,7,24,4.0,4.0,1.3637819172855148,3
32,106,9,43.4,326,5,8.5,-0.4125807214928776,24,23,5.0,5.0,0.5130999145975869,5
48,150,9,61.1,225,2,9.3,-0.06377441015102864,43,9,5.0,3.0,-1.2820141342604792,3
46,109,1,31.7,576,9,2.8,-1.2277353670050735,15,24,2.0,4.0,0.9288233051961485,4
9,80,6,33.2,387,8,10.9,-1.2228382276614111,48,5,4.0,5.0,0.897457763846278,5
47,89,13,106.3,175,14,1.6,-1.612942073528482,1,22,1.0,4.0,0.7349114777347936,5
11,139,0,22.6,351,9,10.7,1.671802019600889,51,6,4.0,3.0,-1.1387030696397995,5
26,92,6,112.5,585,3,4.6,1.6571022318715902,8,11,4.0,4.0,-0.6784440761300955,5
47,89,10,61.4,185,6,8.0,0.6767877523386031,18,19,2.0,5.0,0.8323006171747235,5
19,78,4,37.0,600,5,8.9,-1.6827840312329956,1,8,3.0,4.0,0.36129762607556104,4
3,4,9,111.9,167,9,8.8,0.16375785874581505,8,7,3.0,4.0,0.040364020661415034,5
20,69,8,119.1,224,3,2.5,-1.5243473738394213,29,3,0.0,4.0,0.1682522500327108,5
1,171,2,145.5,596,14,7.8,-0.6033059433142893,24,10,0.0,5.0,-1.3080076768156206,3
19,82,9,122.9,219,4,1.1,-1.4742928259970496,38,29,1.0,5.0,-0.7124089717354803,4
30,101,11,86.0,140,8,11.7,-0.8375619660589229,30,28,5.0,3.0,-0.7066903923733492,4
8,179,9,102.6,403,11,7.4,0.005386138666734259,11,33,2.0,5.0,-0.3398348617784534,4
8,179,4,28.2,276,6,7.6,1.0826497198560723,21,19,2.0,5.0,1.5708638063081415,4
43,5,6,114.5,263,14,4.6,1.0593132692991512,51,26,3.0,3.0,-0.4736149607955812,5
31,24,9,80.4,336,7,11.1,1.1823175304125475,13,1,3.0,4.0,0.6137815694278347,3
49,70,9,148.7,423,2,5.1,-1.701008039172423,6,23,1.0,4.0,0.9128805990956619,3
47,88,4,84.7,181,11,10.0,1.2077143698057724,4,2,4.0,3.0,0.9984859992439276,5
2,174,13,143.9,461,15,7.5,-1.2593384820021476,26,26,3.0,5.0,-0.8681969367826279,4
0,160,14,75.8,162,2,6.6,-0.5679918772516326,51,17,3.0,4.0,-0.371373693412025,3
41,114,2,139.0,597,15,9.5,0.17280781150390195,29,20,1.0,5.0,-0.46893612313565575,5
21,61,10,93.2,555,5,4.1,1.3009245251987371,1,32,0.0,5.0,-0.2583884284390103,3
15,59,8,120.1,464,2,4.7,0.9443098625519152,0,3,0.0,4.0,1.4216608720416297,3
48,151,10,148.1,409,4,10.0,0.4874363154815852,22,15,0.0,3.0,1.2038349854295447,5
30,101,9,111.1,536,5,3.9,-1.0419727990623902,11,11,0.0,4.0,0.8712909310074356,3
15,42,3,40.4,327,7,1.7,-0.8019226362032258,4,8,3.0,4.0,-1.6726104337224041,3
2,174,10,67.9,261,10,6.8,0.42872865402525284,42,12,2.0,5.0,-0.162385611268688,4
11,50,0,86.5,470,2,6.2,1.4610013548512713,20,32,2.0,3.0,0.27707854819690286,4
37,6,12,117.6,352,10,6.8,0.06781225505610185,42,34,4.0,4.0,-0.8655975825271137,3
8,180,5,27.3,449,5,1.1,1.169889682859657,14,22,4.0,3.0,-0.9870740714014746,5
41,114,8,102.5,302,5,6.4,-0.7462069975884628,2,14,0.0,3.0,-0.4656436077453378,5
28,159,7,30.5,551,9,6.4,1.1219001416181755,13,33,0.0,4.0,-0.2604679118434216,5
3,4,11,128.5,486,0,4.3,-0.6166140522414232,18,34,0.0,4.0,1.6573356578749119,5
32,105,5,44.0,121,10,9.8,0.8232811388505515,15,8,5.0,5.0,-0.5517688787447064,5
5,125,10,27.1,420,12,7.0,1.313573448231191,18,33,2.0,4.0,-0.5971709330743534,4
40,81,10,147.9,408,8,11.1,-0.08631862547112996,22,7,5.0,5.0,-1.1598444842513145,3
34,87,6,140.9,255,14,4.9,0.2182298756354577,35,10,5.0,4.0,0.3481275645142894,3
47,88,4,58.7,117,1,4.0,-0.8394180188122875,10,33,5.0,3.0,0.9369679485300929,3
46,109,7,50.5,545,0,3.6,0.6849675450824786,0,6,1.0,4.0,-1.5991353534332045,3
28,10,9,42.8,106,6,8.1,1.5734906773916093,4,7,1.0,4.0,-0.22459682311732646,3
38,129,2,25.7,388,13,6.9,0.6852105549438272,6,2,5.0,5.0,0.31676202316441876,4
5,125,11,68.5,561,9,8.9,0.12352904811201101,38,4,4.0,4.0,-0.10831904275399386,3
5,100,2,90.5,284,13,1.5,-0.8724073290160806,20,20,5.0,5.0,-0.8359649440142525,3
37,6,12,90.2,525,8,10.3,0.237560992634426,37,33,3.0,3.0,1.0781995297463611,5
7,45,14,20.5,578,8,9.0,0.6196281964597938,6,20,2.0,5.0,0.47393631048117385,5
32,106,14,65.6,308,1,3.1,0.4807197768909613,9,8,4.0,3.0,-0.028085641400457353,3
8,180,1,47.2,426,1,11.4,-1.0878044011906847,2,11,1.0,3.0,-1.388241078169157,4
15,58,12,106.0,105,11,4.4,-0.4508668962873254,25,39,3.0,5.0,1.021187026408751,3
28,10,4,53.3,342,10,9.2,0.9167008253116152,5,16,2.0,3.0,0.38867749090031,3
28,159,6,90.7,142,12,8.8,0.7290617132852162,54,1,2.0,3.0,0.06445137009584608,4
23,86,14,73.4,105,2,7.3,0.5892617765409606,2,35,4.0,5.0,0.43529257721586356,5
16,55,14,35.3,364,15,2.5,-0.18484902288796742,41,21,4.0,5.0,-0.8898582222452457,3
26,93,5,20.7,497,8,9.4,-1.5973698169026784,32,2,5.0,5.0,0.7560528923463087,5
20,69,11,37.2,584,5,5.5,-0.4794055472608844,23,39,5.0,5.0,1.3171668309699613,3
24,95,6,76.7,459,13,1.3,-1.4471715401411667,24,4,4.0,3.0,-1.0816905663021894,3
31,27,11,106.4,328,9,6.9,-0.09426983886798836,6,23,0.0,3.0,-0.06343685927544968,3
36,169,12,27.8,503,5,1.8,0.5569437738638858,27,29,0.0,3.0,0.9589758145601126,3
26,92,10,82.2,150,8,5.0,0.4443352552751664,30,6,0.0,3.0,0.9435529793107287,5
1,1,5,101.5,311,9,11.3,1.1182255554487093,48,30,0.0,3.0,-0.6751515607397777,5
40,141,10,98.8,543,12,9.1,-1.3083497036583251,43,35,5.0,3.0,1.6323818570219761,5
30,103,9,98.0,313,3,7.0,0.6905004928876026,33,32,0.0,4.0,0.17015844315342116,4
29,60,1,143.3,361,15,4.9,1.2677836945944592,23,16,5.0,5.0,-0.9895001353732877,4
37,6,12,89.3,415,3,3.4,-0.8204182264223789,4,7,1.0,3.0,1.445228350624958,3
12,124,1,63.5,446,13,3.7,0.32091597256958576,24,8,1.0,3.0,0.28383686926123963,5
29,60,8,80.1,366,8,1.8,0.7537693513139511,11,3,5.0,5.0,1.0530724386097245,4
38,129,7,55.2,390,14,6.7,-1.2424995148282925,22,6,3.0,3.0,-1.391013722708372,3
