Manufacturer,Battery_Type,Battery_Capacity_kWh,Range_km,Charging_Type,Charge_Time_hr,Price_USD,Color,Country_of_Manufacture,Warranty_Years
52,8,30.0,521,11,6.3,-0.7106401089147116,24,27,3
34,10,47.7,592,14,3.6,0.4600232446259118,10,9,3
3,5,39.6,450,11,10.2,-0.32845803819526237,50,6,5
4,5,34.8,198,5,3.3,1.1156390300598655,47,26,4
49,8,124.5,437,8,7.9,-1.6030577484317268,52,26,4
1,2,105.5,146,10,11.3,0.7589360526653327,20,3,5
18,5,98.0,495,7,4.3,0.27438881965049544,1,3,4
18,10,89.4,458,1,4.1,-0.281630153357496,45,3,5
4,8,142.3,453,12,3.4,-0.41701521854706,16,0,3
51,13,141.7,487,12,3.9,1.2271161963249668,35,19,4
17,0,129.4,467,13,10.6,1.0914390575253257,37,21,5
41,8,26.8,428,8,7.7,0.9902338199719336,20,37,3
25,8,36.9,404,13,9.6,-0.6431393578554003,0,17,3
24,9,133.9,583,12,0.7,-1.669769150357085,28,9,3
51,14,53.8,145,9,2.5,0.21522371088984318,53,29,3
5,7,84.2,166,13,10.3,0.32895867542730817,37,7,4
18,10,138.0,289,14,1.5,-0.12543340039851417,38,34,3
22,12,141.0,341,9,12.0,1.5038536329906085,10,15,4
32,0,92.7,397,8,3.5,-0.0046840514546153435,36,1,3
41,10,133.3,527,0,9.1,1.4585366230033887,11,31,5
28,1,140.0,425,14,1.1,-1.2345999626727422,14,23,4
7,7,92.9,334,15,1.8,0.7434535538386728,9,5,4
11,5,95.9,597,5,6.5,0.22750090387310848,48,6,5
44,12,96.7,587,1,10.1,-1.2167476847825036,21,1,5
46,2,100.9,331,7,11.4,1.7133818149864422,10,28,3
36,14,69.6,304,0,2.5,1.5929559981738644,13,36,5
8,13,58.8,510,13,9.0,1.442822658726846,45,15,4
15,6,93.2,316,3,9.2,1.0594137056789013,43,23,5
44,0,84.4,422,3,3.8,-0.2346184237671414,10,22,4
30,13,139.2,362,1,6.4,-0.3189021516047003,47,28,3
20,8,43.7,301,6,1.5,1.2871653183935894,25,12,3
42,7,147.7,232,1,5.5,-1.6872756731239322,13,5,5
28,1,146.6,284,10,9.8,-1.4458130515219647,20,37,4
16,5,76.7,420,4,1.5,0.9164713801337382,9,22,4
17,14,51.5,250,10,1.1,-1.722050903781437,16,39,3
28,3,96.8,413,15,3.2,-1.5390820834134036,2,39,3
28,7,76.7,182,11,8.9,-0.12419064450425348,7,2,3
30,1,142.4,434,9,9.7,1.020488547709838,41,21,3
39,14,84.0,506,13,11.3,-0.039392324525620595,17,33,3
5,8,28.3,320,1,7.6,-1.3313403990918549,14,26,3
43,0,143.0,509,14,11.6,0.8681343521071454,54,9,3
0,0,67.0,472,11,8.6,0.8896081118741089,8,10,4
35,1,125.2,274,11,6.3,-1.454129645541706,51,14,3
49,9,139.3,559,14,11.4,0.03829088605654269,45,0,3
19,9,147.7,184,13,1.2,0.8800069134685451,24,32,4
24,7,92.0,255,7,11.0,-1.721953930725127,4,29,5
48,10,110.7,554,10,9.4,1.30177823442661,21,18,5
30,3,91.7,366,7,9.2,-1.195095563858398,2,27,3
40,6,101.5,281,1,1.0,0.505171417595449,34,19,5
9,6,57.0,501,2,8.7,0.05045176909429317,17,10,3
9,13,32.0,317,2,6.0,-0.20411145063871594,51,29,4
0,7,141.0,350,13,10.0,-1.2494045159360905,20,26,5
42,4,117.0,583,9,11.1,-1.3379966181325715,41,14,3
3,6,58.2,114,2,2.1,0.29273750723375047,3,24,5
12,9,82.6,258,14,10.9,0.9567434823105379,0,15,3
40,8,101.2,419,13,5.0,1.3685156112777657,36,27,3
9,2,123.5,462,11,7.0,-1.3206263194210173,28,36,3
8,0,22.4,437,8,11.6,-0.797037907101889,15,3,4
21,1,141.4,274,13,2.6,-1.6660050949987613,26,12,4
13,8,31.7,257,13,8.3,-1.5452846070835262,38,23,4
41,1,136.9,126,4,3.3,0.3182979886594988,17,26,4
23,10,23.8,424,12,11.0,-1.6848250831800946,28,16,5
24,1,102.7,204,2,4.8,1.6631209107891245,6,3,4
14,11,20.1,577,15,3.6,-0.8804125125365403,45,13,3
36,13,71.4,162,2,8.8,1.709919068767367,5,33,5
15,2,147.8,274,4,5.8,0.326987755779862,2,17,5
39,0,110.5,350,10,6.7,0.9773707481067945,42,6,4
33,13,80.2,579,4,5.6,-0.9821239725326942,2,25,5
50,12,24.8,352,4,0.6,1.6595008719638327,16,34,3
32,2,108.7,389,8,1.3,-1.3051631574835625,40,17,3
44,3,99.9,448,14,0.5,-0.27008631911257586,45,30,5
25,12,87.2,122,12,1.0,1.431364830347344,30,19,3
36,13,139.2,200,8,4.3,-1.5316725915245635,16,10,4
38,5,144.6,526,6,9.9,0.05048091873324339,17,6,5
20,0,24.3,260,3,9.5,-1.5345881326401738,10,19,5
2,9,32.5,485,13,3.2,0.3272030590536936,24,9,4
16,3,62.7,198,1,1.7,0.3119618384266627,40,16,4
24,10,44.2,170,6,1.2,-0.6699189291319044,5,35,4
45,12,146.1,365,2,1.2,0.006956467236328062,50,38,3
37,10,110.3,339,7,10.3,0.21125474222800694,36,9,3
46,7,49.9,419,4,3.2,0.794787511081708,37,20,3
1,3,35.0,248,14,2.7,0.27909951674899,46,0,4
40,1,92.1,191,4,0.7,1.1698489888092412,54,11,3
45,12,125.2,438,8,11.3,1.6346977039302208,43,39,3
29,12,97.9,600,12,11.1,0.8934789530384891,27,8,3
27,7,30.6,340,3,2.4,-0.40515131549425953,42,35,5
17,10,54.9,305,6,2.9,1.349953063472113,7,3,4
23,8,30.9,327,9,3.1,-1.6068307507089366,19,9,4
33,10,50.4,430,3,4.6,-1.4638800554654614,50,35,3
1,3,46.0,200,7,3.4,0.8315858998485407,33,25,4
46,1,65.1,306,10,10.0,0.8752055927400464,53,22,4
50,12,122.9,260,4,5.4,1.5128854033006371,48,33,5
46,1,66.1,215,13,5.4,0.8572658659329568,46,27,4
11,0,99.0,543,10,11.8,-1.042095458434211,13,6,3
31,3,43.1,523,15,0.8,-1.0601249430404451,1,7,4
25,12,131.8,310,10,2.3,-1.3657799759860005,30,14,3
45,10,40.6,394,11,7.3,-0.009088533038987625,45,1,3
25,0,83.8,336,6,9.0,-0.7521904660510279,47,4,3
39,9,138.4,193,1,5.0,1.525899129735401,17,21,4
24,13,118.2,358,7,5.2,-1.178430917297672,15,35,4
37,9,24.9,228,1,8.7,-1.276645575060928,24,1,3
17,11,129.0,410,1,2.5,-1.3193454669689209,39,34,4
39,0,107.8,210,14,8.5,1.1477521194334277,10,29,4
2,4,120.4,492,4,11.2,-0.45180632277033,17,8,5
32,0,32.6,527,8,8.8,-1.5968924554885802,19,10,4
52,5,33.8,265,8,0.7,0.5156664420587288,53,13,3
1,6,119.8,355,1,8.7,0.991066460648882,41,28,5
35,12,42.8,489,7,11.7,0.5585348823741176,40,20,5
21,4,100.1,559,1,4.1,0.8063102767757033,46,3,4
42,5,140.0,406,14,9.0,-0.6109627742187778,4,12,3
50,5,46.8,127,12,9.7,0.6621142281453881,14,15,4
1,2,149.0,580,4,1.9,-1.1478263938923632,28,33,3
52,5,59.4,395,14,11.6,-1.0518051743075507,6,22,4
52,1,144.0,346,5,9.3,-0.26910706441001564,21,24,4
6,3,98.8,136,7,2.1,-0.12412801607205322,9,8,4
24,9,83.6,428,3,5.2,-1.614851807795161,34,13,5
9,7,67.9,129,10,11.2,0.7985209737496485,17,22,5
32,6,98.7,583,2,3.4,0.3361159219256274,24,21,5
21,0,44.5,316,8,10.0,-0.8735470510380114,25,35,5
19,14,121.0,276,2,3.6,-1.0236671144118445,39,34,3
35,3,74.2,247,13,2.5,-0.45178294533711244,12,17,3
26,8,118.7,232,13,5.6,1.4125933286941654,54,21,3
21,10,107.5,151,5,1.2,0.8543999657866481,53,16,5
25,10,118.4,409,13,4.4,0.6121797421822576,36,12,4
10,10,133.2,305,2,0.8,-1.3236985759222717,26,25,5
24,2,144.5,516,7,0.7,-0.5018135385256933,44,12,4
52,1,110.9,151,10,3.9,-1.073707520350171,9,29,5
23,0,78.0,159,15,8.1,-0.9150018781694507,15,21,3
41,5,113.5,440,15,11.4,0.5731870494061213,24,17,3
11,2,64.6,566,10,8.0,0.9696706256593105,41,39,4
36,14,67.8,536,7,11.5,0.248727613234711,53,24,4
10,2,98.2,213,1,5.0,0.11496049731203539,47,12,3
4,7,106.5,510,6,7.4,-0.6795310947283607,23,5,4
9,8,63.3,523,4,10.3,1.4869214446941699,14,30,3
23,9,108.1,278,10,5.0,0.07877396235287414,11,7,4
8,1,141.5,255,14,8.0,0.24956083113223282,7,22,4
40,8,148.5,175,10,11.4,-0.2700981521343281,50,21,5
16,9,146.1,421,10,3.3,-1.3378702068270243,13,26,4
5,6,102.2,327,9,0.6,-1.3454026466979718,34,26,4
43,11,69.9,430,13,3.9,-1.3155877610369027,38,6,5
5,10,28.3,528,1,9.2,-1.0308079101238252,24,5,4
20,14,46.8,182,3,7.0,1.1995250529224384,44,36,5
46,4,143.0,365,11,8.1,-0.20841924777706497,29,26,5
42,2,126.6,221,6,2.7,-0.7113319077717813,50,33,5
14,3,53.1,295,8,5.1,-1.460986160121349,18,39,5
43,14,105.5,520,8,5.3,-1.2177315572496503,6,39,5
23,12,103.2,285,7,9.4,-1.242535013893549,10,2,3
39,1,124.9,148,9,8.6,1.247832354089507,28,25,4
10,14,36.6,104,2,8.1,-1.2552090460209406,29,25,5
4,11,77.1,281,14,6.3,-0.7940577172820719,5,29,4
19,7,51.2,147,8,7.1,-1.4563764766231777,11,38,4
28,4,100.1,566,5,8.7,0.6839804979021786,39,4,3
4,2,140.9,491,12,2.5,-0.47810593514015653,20,35,4
44,1,119.6,160,11,3.9,-0.7326806992846312,15,37,3
6,4,66.2,415,14,4.3,-0.5236769221796173,53,4,4
26,3,136.8,310,1,11.0,-1.7253889703566847,33,31,4
22,1,77.1,171,9,9.1,-1.7291992033608707,12,8,3
31,2,147.8,160,13,6.1,-0.033011151088069096,45,17,3
22,11,64.7,106,12,1.1,1.1246676256567407,5,15,3
14,11,52.4,492,1,10.4,1.6941118833682411,17,39,5
39,2,102.5,217,1,2.0,-1.616446668239119,31,32,5
45,12,75.4,131,13,7.9,-0.695467288925614,4,0,3
46,7,61.8,246,15,3.7,0.3512593036654879,5,23,5
23,12,116.4,285,9,3.2,-0.7936285537858423,27,13,3
21,7,78.0,150,3,11.3,0.39451101844153147,25,22,4
23,12,136.3,329,1,11.0,-1.5148255432626827,48,29,4
7,8,146.4,197,10,6.2,0.09479327631267911,19,6,4
42,11,94.3,403,5,10.6,0.9889440206009513,47,35,5
20,4,89.4,249,6,7.9,1.5132880146504957,4,17,3
46,2,98.7,288,7,1.5,0.6939202361739685,28,31,4
50,6,146.3,375,1,8.8,0.6338442733486889,42,31,4
47,2,125.0,485,10,2.3,-0.9467897037499727,52,39,3
11,2,56.7,258,8,10.7,1.0819420474332373,45,15,3
40,14,33.0,296,5,1.8,-1.7023867305116895,50,18,3
48,3,115.7,273,3,2.8,-0.08545337183179137,29,19,5
47,13,22.8,122,1,6.8,-1.394102457854868,50,14,4
13,6,49.4,550,10,8.4,0.726438823000256,34,26,3
14,12,140.0,570,3,10.8,0.3442792638831644,32,39,5
5,0,33.5,569,15,8.1,1.4815495414289892,10,6,4
40,13,95.1,591,0,2.2,-0.6304835081760666,20,23,5
48,8,142.7,571,12,4.9,0.15321752246753342,30,27,5
11,7,31.3,285,5,2.8,1.1965639113815392,51,38,4
35,10,38.7,536,13,3.3,1.1176927808595765,3,17,5
52,7,33.8,397,3,6.0,0.3076347043991094,35,11,4
13,7,38.2,370,11,5.9,0.753128059257043,7,37,5
31,1,75.1,585,14,6.9,1.1235680204646528,29,35,4
49,9,100.5,212,10,2.6,0.8343025884766581,28,15,4
31,2,75.1,238,1,1.7,-0.4931687946100454,33,20,5
46,3,46.2,575,6,3.3,-1.4548032619507174,29,28,3
45,8,56.7,303,4,4.1,-0.39640469214742835,49,17,5
10,14,123.5,344,6,3.8,-1.2244974481992892,47,36,5
31,8,37.1,248,9,7.7,1.50669096071854,44,13,3
10,8,133.2,380,3,6.2,-0.17417534865725906,35,7,5
35,10,147.2,490,14,8.0,-1.2629077254169914,34,28,4
3,12,68.6,449,13,6.3,-0.8390656256523034,45,18,3
13,9,40.6,304,3,3.1,1.27817308769283,24,36,3
39,8,76.3,305,7,1.2,-0.5633983559295128,22,26,3
17,5,61.6,116,10,1.2,1.0508913325247873,6,39,4
18,13,38.4,240,10,1.4,1.2768466348154441,7,14,4
37,5,65.4,314,15,6.0,0.6363208382183237,35,39,3
1,11,62.1,521,7,0.7,1.3555512372020173,9,26,5
46,2,78.4,596,1,0.9,0.8333042854951792,31,14,5
11,1,67.3,254,11,6.3,1.2560052201865035,23,26,5
8,0,42.9,319,9,2.5,0.3109808520623827,30,39,3
10,2,22.1,577,13,1.7,0.8479755008061014,43,27,4
42,3,69.5,200,15,11.4,-0.5350334483485096,6,1,3
27,0,105.6,257,13,8.2,-1.734922922565462,48,18,4
37,9,51.4,598,10,2.7,0.48256255357114036,50,30,4
41,5,32.9,510,2,6.3,0.4375627262889347,6,34,3
19,9,21.5,494,2,0.8,0.7012422791459574,21,28,3
38,5,89.6,225,10,9.4,0.5339005513581884,4,36,4
4,11,56.7,558,8,1.6,-0.03759139633700341,51,33,3
44,0,60.8,565,14,9.8,-1.126594200935315,53,23,4
17,3,20.7,367,0,11.2,-1.0814365038263185,2,27,3
34,5,30.8,454,2,3.6,-0.08147257014820292,21,4,5
51,11,45.7,533,0,11.6,-1.3929647561049436,6,16,5
36,14,34.0,296,13,2.8,-0.5270614550110133,16,6,5
5,12,71.8,158,8,9.8,-0.26221649381654943,32,4,3
41,5,80.5,507,7,10.8,0.19582101853978892,1,7,5
1,9,108.7,322,7,9.9,-1.063062995758413,3,26,4
21,14,22.8,109,5,11.0,-0.7644711223577328,50,34,3
17,7,59.1,262,9,5.1,0.1778449268365832,38,26,4
14,5,26.2,105,2,1.7,-0.6311568359747916,23,39,3
43,0,122.0,156,6,11.4,-1.4894266835974512,36,9,4
20,1,39.2,399,13,7.8,0.5649928261479142,26,29,3
19,7,30.8,385,12,8.1,0.7971497862778347,15,6,4
5,10,33.6,206,7,9.2,-0.6693697037564337,47,32,4
14,5,28.9,316,8,8.4,1.5460115147802962,29,10,4
39,10,106.0,331,9,3.6,1.460928625059038,21,4,4
47,4,104.3,474,13,2.7,-1.0931965071759298,32,15,5
38,13,26.9,118,0,3.2,0.09362238437979128,4,2,5
5,10,46.7,502,4,4.5,-0.7519105140729897,22,7,5
45,12,108.6,185,8,4.3,-0.17276058103216277,53,22,5
8,12,146.0,398,5,6.1,-0.8921133507773908,34,18,5
31,13,59.6,476,7,5.7,0.7955800349288142,30,31,4
9,8,106.3,542,15,1.8,0.6257704005800095,52,11,4
34,7,110.5,320,9,2.9,-1.4401372416249552,1,10,3
18,0,63.1,401,13,11.4,-0.7925886909230878,31,18,5
48,13,146.0,355,2,5.9,-1.2290346905155145,11,9,4
7,1,97.1,127,15,4.0,-0.25897482307703873,24,37,3
19,7,45.6,399,3,3.8,-1.6380223074372657,49,3,4
4,14,76.7,548,7,9.8,-1.2673093208984971,33,8,5
0,11,68.9,548,13,1.6,0.07436515161420247,23,12,4
24,0,92.7,590,13,1.5,-1.2624286323411733,25,3,3
8,9,107.1,336,14,10.2,-1.4561201906886438,4,10,3
20,3,38.7,479,15,2.1,1.3505337473688273,16,32,3
1,14,134.4,366,1,3.3,-1.3904974267644812,2,35,3
29,2,77.1,436,1,5.5,0.45403458117818724,32,32,3
17,6,106.8,591,15,4.7,-0.7962800164891793,1,10,4
46,4,103.9,557,14,1.0,1.3921146971955274,20,1,5
42,9,86.7,189,2,4.5,0.741531697939955,36,1,3
16,10,98.8,192,0,2.0,-0.6269399510767335,27,4,3
22,0,108.3,265,12,11.8,1.050967237030173,52,3,3
2,13,24.9,483,3,5.6,-0.4529235331899033,16,11,5
26,10,76.9,246,12,2.8,-1.187953325094984,37,29,3
7,12,120.7,390,3,4.4,0.6139154444460945,52,29,5
23,10,75.6,292,3,7.0,-1.3088135003889514,26,24,4
34,0,127.7,299,9,1.3,1.2688720439853682,11,6,4
14,7,135.9,398,15,11.3,1.6618227417198301,42,11,3
23,0,134.2,220,15,1.3,1.533900272711847,43,18,5
17,7,25.4,118,15,6.3,0.5030053973942358,5,22,5
4,2,115.9,382,15,1.1,0.9024807078787072,23,17,4
26,0,27.5,218,3,7.3,-0.9627114674328942,39,27,3
49,6,25.7,279,12,12.0,-1.3000726492478534,13,22,4
9,10,112.7,582,9,9.5,-0.7356646410381745,42,3,4
24,13,46.5,170,12,4.0,0.16577697631112998,34,0,3
34,6,56.1,296,11,10.0,-1.4566942365487654,4,9,3
33,9,89.2,438,11,0.9,0.8931811072226792,2,15,3
37,8,114.8,476,6,9.8,0.16691467806105428,52,7,4
31,7,149.0,221,2,10.9,-0.7771665116463358,45,25,4
7,12,54.9,228,5,1.9,0.21937334959111465,38,31,4
17,5,73.1,396,3,3.7,0.36444302155908115,38,6,3
0,1,100.3,125,12,1.8,-1.6159779651336201,45,35,5
18,2,129.8,534,9,6.7,-1.5943968423400272,17,4,3
41,9,29.3,318,11,2.1,-0.6184063221214412,6,0,3
3,0,39.5,402,5,1.7,-1.0168994918004859,38,35,4
21,7,39.5,490,3,11.5,1.570707031176992,14,28,5
10,10,105.7,366,14,4.1,-1.0738922309336187,29,7,4
41,10,115.3,550,13,4.7,-0.5302855205230391,19,6,5
5,5,120.9,308,2,7.5,1.0069844723980774,36,12,4
0,0,79.0,185,1,5.3,0.9018853048573743,12,22,3
49,0,70.5,316,9,2.0,0.6643674086531659,17,7,5
22,7,139.7,586,14,11.0,0.4354532737039026,39,39,5
19,14,97.1,445,14,4.9,-0.23035334095121499,19,16,5
25,1,140.6,246,7,4.9,0.8734537283001579,9,18,4
11,13,65.2,184,1,3.8,-0.0639449788304314,14,21,3
22,1,86.1,186,5,7.4,-1.6116721882672778,30,27,4
11,3,36.4,332,11,11.1,0.7312866099849032,41,5,4
40,8,30.3,506,12,8.9,-0.6164143339230702,19,20,3
52,12,44.8,385,6,11.4,0.42316915407375827,17,17,3
40,11,45.8,548,3,11.4,1.219289373961649,39,33,3
24,9,102.0,220,9,6.1,0.5258771853896707,32,24,5
12,13,48.5,593,11,5.3,-0.2006175345086845,17,39,5
51,1,124.6,350,13,8.4,-1.649015184644995,4,35,4
51,9,53.9,127,0,6.1,-0.9910336606914751,16,18,5
20,14,90.2,586,5,9.7,-1.4367475138083996,12,20,4
29,1,89.6,540,12,3.8,-1.190327144702576,51,20,5
22,4,40.4,254,5,3.1,0.925789451848111,17,18,5
47,13,85.6,460,13,0.7,0.8227221007253352,30,15,4
48,3,116.7,254,0,5.8,-1.4041004954045584,42,28,4
17,3,51.8,108,15,8.9,1.5458827945924563,46,27,4
3,13,103.6,270,2,9.8,1.6302493535822795,54,38,5
17,8,50.2,492,15,3.4,-0.6706528650908233,36,32,5
42,3,85.0,591,12,4.2,0.7057177588608422,19,38,4
49,11,87.6,162,8,2.8,1.262900697154842,34,18,5
23,4,58.6,322,11,8.8,1.2991859368320342,4,29,5
42,3,98.6,341,14,2.9,-0.6058116578228748,39,17,3
13,4,60.5,196,4,8.5,0.11301612981095985,36,10,3
12,6,56.9,566,13,7.2,-0.6904096822625818,43,34,3
22,11,54.2,152,2,9.7,0.2847470428379094,33,13,3
31,5,31.9,511,2,2.1,-0.10263636246731826,53,12,5
17,3,118.8,223,10,4.8,-0.4141074699091889,0,4,3
31,1,76.8,326,15,8.5,-0.8816243871301304,34,38,4
35,7,75.1,415,4,4.9,-1.1293677457898996,39,37,4
22,3,139.8,410,0,0.9,-0.7970762922700119,0,34,5
5,14,102.2,351,8,5.9,1.2808672647185895,46,27,5
36,13,74.5,533,1,1.1,0.4584710985043763,3,12,4
44,0,148.2,469,9,6.4,1.508090143388158,13,14,5
47,10,25.8,411,4,8.4,-0.33195166571500734,16,37,5
6,0,31.8,473,3,2.6,0.29801647798663394,2,21,4
44,7,118.3,167,11,1.1,0.6954865241995489,32,25,3
39,7,77.1,147,15,4.6,-0.4900119752948062,33,29,3
29,12,104.0,449,11,2.9,0.6738055422467799,19,38,4
18,3,105.6,195,15,2.1,0.28302807997069757,51,28,3
31,12,63.8,562,1,2.7,-0.5094366020266452,35,1,5
52,1,51.7,470,9,7.4,-0.07806898903788868,13,24,4
52,9,97.1,183,8,11.1,1.321244132429438,23,29,3
45,10,71.5,335,5,8.1,-1.0552494494682807,32,24,3
44,4,82.1,276,1,5.9,0.6292415164973965,23,33,4
49,9,120.5,559,11,9.9,0.7801927774967449,5,15,3
4,12,67.1,356,5,7.5,0.854004569693955,40,2,4
33,11,57.0,298,15,0.9,1.5703176959003187,48,23,5
40,1,72.6,513,5,2.4,-1.3034554504175295,19,13,3
45,7,102.4,409,14,6.3,0.9555457496209929,12,20,4
44,4,63.8,578,0,2.8,1.0657888183004331,52,1,4
2,12,52.8,272,11,9.3,-1.6678288234000225,4,23,5
20,3,116.0,227,8,1.5,-1.4217865337696938,52,32,5
5,10,25.3,267,9,0.9,0.3610662812054244,52,10,4
51,7,53.4,434,3,10.1,-0.24819551748142143,34,8,4
11,8,141.6,240,8,3.7,0.5760907574999794,22,34,3
48,11,55.7,336,7,1.6,-0.9706811518880973,12,12,4
0,9,81.8,385,5,4.4,-0.6422954613772727,37,19,4
51,1,94.3,140,15,7.0,-0.5534392807685188,15,29,3
14,12,93.4,312,5,9.1,-0.766127168182458,39,26,3
51,13,94.2,191,8,9.3,1.6599138732840106,13,38,5
22,3,89.2,215,10,6.2,-0.14263803680553844,37,19,4
16,0,32.8,397,13,11.7,-0.32834172824974756,16,11,5
40,12,99.3,185,15,8.4,1.5472288729693322,2,15,4
3,11,81.4,464,4,4.2,-0.7346308389914395,2,33,4
27,1,63.1,571,8,3.3,0.7513577237588097,40,37,3
48,0,113.1,161,5,5.5,1.1174572748656808,3,7,5
16,8,36.1,174,0,9.2,0.25875451181306497,6,5,3
18,2,110.2,334,15,9.2,0.8723466192406171,36,7,5
7,3,57.5,213,9,7.0,0.7228092600355052,25,21,5
10,14,58.0,296,0,7.8,-1.6523327598898911,15,16,4
17,12,103.7,400,7,6.5,-0.44025931381225725,8,21,4
50,5,39.5,411,1,8.0,-0.514641977156436,47,28,5
26,4,71.8,150,7,6.3,-0.8091211539725339,30,27,5
39,7,113.3,190,6,11.8,-0.8288975966437837,4,36,5
45,5,51.7,489,15,5.8,0.11025297492669392,6,30,4
26,14,47.9,349,11,7.0,0.2653403099438422,34,19,4
8,6,84.0,190,7,6.3,0.031519800121744324,42,24,4
0,8,142.9,349,5,4.2,1.6251825113900746,0,26,4
0,8,34.1,218,4,4.0,-0.6916789903032127,33,29,4
31,8,42.3,180,8,4.2,0.0393679796462734,0,15,4
13,7,66.0,481,7,5.7,-0.27637773475098315,13,14,4
16,8,55.6,519,4,2.9,0.7327472666455748,11,0,5
26,3,77.2,240,1,1.4,-1.1937428474449288,52,22,5
9,6,148.3,400,10,1.2,-1.5549790266116743,36,25,4
35,1,39.7,177,11,7.1,0.19649925271338664,7,3,5
34,1,122.2,464,7,11.5,-0.49826709532349367,33,19,4
26,6,98.5,577,5,2.1,0.47496373333426634,5,34,4
34,3,133.5,267,15,3.8,-0.5934288334747002,40,6,5
6,5,117.7,492,13,9.9,-0.13639972545987233,39,32,5
36,9,94.7,103,10,0.7,-0.9692779286744668,5,32,5
32,0,66.1,550,2,2.7,-1.2357671026719037,25,23,5
12,1,61.0,217,4,2.8,-1.1837996458496995,4,2,3
33,1,116.7,478,4,4.9,-0.20186606260867743,13,8,5
40,8,47.3,581,15,9.0,-0.5081003363995142,38,14,3
6,9,124.4,304,1,4.6,1.5260529590181782,50,6,4
34,0,62.0,172,12,2.5,-1.7172034054070768,26,32,3
36,14,73.9,180,13,2.5,1.4933586085273283,9,23,4
51,14,61.7,501,5,4.3,1.3289506043032284,44,32,3
31,12,136.6,147,13,11.9,-1.360007770253254,0,1,4
17,11,62.0,376,9,11.5,0.5656739464243785,54,22,3
32,7,72.5,554,1,3.4,-0.8811683828772433,52,24,3
41,2,38.9,477,6,9.1,1.020545115326019,16,30,4
41,10,82.9,276,4,7.7,1.0801769069201639,29,34,5
47,0,63.9,556,8,3.4,1.0455402092002444,8,38,3
48,2,23.3,378,2,1.6,1.6277228591330561,50,5,4
52,11,71.7,581,4,2.1,0.6077270626800169,33,11,5
25,12,90.1,455,8,4.8,-1.4025114071663332,35,9,3
47,6,70.7,367,13,10.8,-0.1284721781065184,20,24,5
14,8,73.3,173,15,10.0,0.8987105917043636,10,3,4
1,11,136.0,163,2,2.9,-1.2561155709312684,4,12,4
50,1,36.2,480,14,2.3,1.2991885343246137,46,20,4
21,8,57.8,367,1,1.5,0.7849972729383965,22,0,3
0,1,114.1,241,0,7.9,-0.6104784861578003,24,31,5
28,9,106.5,153,15,6.9,1.1509066298663737,1,15,5
22,12,95.4,463,13,9.9,0.7383451517651921,44,4,4
5,2,138.1,210,8,0.8,1.5268079635280216,54,7,5
12,6,78.0,124,7,5.8,1.6827472761113227,18,21,4
19,14,90.0,512,12,4.1,-0.6901158769907848,52,36,4
9,12,124.8,558,9,9.2,1.573073058306845,38,11,4
8,11,71.7,456,3,2.8,-1.4357448816726215,22,34,4
22,14,146.2,265,12,5.6,-1.608112468991893,28,32,3
50,8,48.1,106,11,3.3,-1.6773751858511257,43,22,3
25,2,94.8,561,10,9.1,0.6983677206910495,51,31,4
1,1,127.6,459,12,9.6,0.2557985652573255,54,35,5
12,6,94.7,127,14,7.6,-0.02758989546387363,5,6,4
17,13,108.7,133,0,7.1,1.5316615227184018,52,11,3
32,3,110.6,255,7,3.2,1.0158520234550095,19,14,5
2,14,35.6,600,3,7.6,0.08544980689308211,52,21,3
16,12,31.6,584,10,7.1,1.5374755769427104,1,14,4
39,10,31.8,233,10,2.8,-0.5330004774894362,42,36,3
23,12,32.4,100,5,0.6,-0.41679616333950237,2,28,3
29,13,133.4,567,2,7.4,0.2385737261302363,7,23,3
10,13,65.4,192,8,10.9,-0.025795316701562505,22,32,4
20,5,67.5,222,15,2.7,-0.34915341601916505,49,30,3
25,2,61.7,369,10,9.2,0.47828246302030913,11,12,4
52,10,23.1,153,7,7.0,0.3621390456408553,25,26,3
19,7,137.0,377,8,7.9,0.8109644062580171,30,11,5
52,12,108.5,122,4,1.6,1.540711764086775,14,12,3
33,0,57.8,563,12,8.1,1.4204674831444914,36,23,3
4,2,53.6,572,13,8.3,0.7102347984570033,16,24,4
5,6,129.5,197,15,3.4,-1.7132006693417037,23,34,3
0,11,137.3,350,3,2.6,-0.6155040570790162,39,31,4
11,8,35.5,521,4,11.4,0.1719566997686083,8,8,3
7,13,119.1,512,3,3.3,0.38173308661095023,7,32,5
41,4,143.3,274,0,11.1,-0.5367526998260079,31,30,5
26,7,77.1,546,14,1.3,-0.898119908062887,26,7,4
25,14,113.7,470,7,4.8,-1.2523818196530414,54,2,5
20,4,93.3,137,5,8.0,1.4051125500645256,29,13,5
18,10,82.3,560,2,5.7,1.2964781951228024,14,32,4
36,8,59.0,121,14,5.2,1.2977273004433687,41,2,4
6,10,143.8,337,9,4.4,0.5550813716842152,20,29,4
23,2,59.9,301,2,5.9,0.13066926660341877,7,24,3
32,9,43.4,326,5,8.5,-0.4125807214928776,24,23,5
48,9,61.1,225,2,9.3,-0.06377441015102864,43,9,3
46,1,31.7,576,9,2.8,-1.2277353670050735,15,24,4
9,6,33.2,387,8,10.9,-1.2228382276614111,48,5,5
47,13,106.3,175,14,1.6,-1.612942073528482,1,22,5
11,0,22.6,351,9,10.7,1.671802019600889,51,6,5
26,6,112.5,585,3,4.6,1.6571022318715902,8,11,5
